O*NET-SOC Code	Task ID	Task	Task Type	Incumbents Responding	Date	Domain Source
49-9091.00	13851	Refer to manuals and wiring diagrams to gather information needed to repair machines.	Supplemental	132	06/2007	Incumbent
49-9091.00	13852	Transport machines to installation sites.	Supplemental	133	06/2007	Incumbent
49-9091.00	13853	Prepare repair cost estimates.	Supplemental	133	06/2007	Incumbent
49-9092.00	13854	Communicate with workers on the surface while underwater, using signal lines or telephones.	Core	100	06/2007	Incumbent
49-9092.00	13855	Take appropriate safety precautions, such as monitoring dive lengths and depths, and registering with authorities before diving expeditions begin.	Core	100	06/2007	Incumbent
49-9092.00	13856	Check and maintain diving equipment such as helmets, masks, air tanks, harnesses and gauges.	Core	100	06/2007	Incumbent
49-9092.00	13857	Descend into water with the aid of diver helpers, using scuba gear or diving suits.	Core	100	06/2007	Incumbent
49-9092.00	13858	Obtain information about diving tasks and environmental conditions.	Core	99	06/2007	Incumbent
49-9092.00	13859	Inspect and test docks, ships, bouyage systems, plant intakes and outflows, and underwater pipelines, cables, and sewers, using closed circuit television, still photography, and testing equipment.	Core	100	06/2007	Incumbent
49-9092.00	13860	Repair ships, bridge foundations, and other structures below the water line, using caulk, bolts, and hand tools.	Core	101	06/2007	Incumbent
49-9092.00	13861	Cut and weld steel, using underwater welding equipment, jigs, and supports.	Core	99	06/2007	Incumbent
49-9092.00	13862	Recover objects by placing rigging around sunken objects, hooking rigging to crane lines, and operating winches, derricks, or cranes to raise objects.	Core	100	06/2007	Incumbent
49-9092.00	13863	Install pilings or footings for piers and bridges.	Core	100	06/2007	Incumbent
49-9092.00	13864	Take test samples and photographs to assess the condition of vessels and structures.	Core	100	06/2007	Incumbent
49-9092.00	13865	Install, inspect, clean, and repair piping and valves.	Core	100	06/2007	Incumbent
49-9092.00	13866	Operate underwater video, sonar, recording, and related equipment to investigate underwater structures or marine life.	Core	100	06/2007	Incumbent
49-9092.00	13867	Remove obstructions from strainers and marine railway or launching ways, using pneumatic and power hand tools.	Core	100	06/2007	Incumbent
49-9092.00	13868	Salvage wrecked ships and/or their cargo, using pneumatic power velocity and hydraulic tools, and explosive charges when necessary.	Core	100	06/2007	Incumbent
49-9092.00	13869	Set or guide placement of pilings and sandbags to provide support for structures such as docks, bridges, cofferdams, and platforms.	Core	101	06/2007	Incumbent
49-9092.00	13870	Perform activities related to underwater search and rescue, salvage, recovery, and cleanup operations.	Core	101	06/2007	Incumbent
49-9092.00	13871	Supervise and train other divers, including hobby divers.	Supplemental	100	06/2007	Incumbent
49-9092.00	13872	Carry out non-destructive testing such as tests for cracks on the legs of oil rigs at sea.	Supplemental	100	06/2007	Incumbent
49-9092.00	13873	Drill holes in rock, and rig explosives for underwater demolitions.	Supplemental	101	06/2007	Incumbent
49-9092.00	13874	Remove rubbish and pollution from the sea.	Supplemental	99	06/2007	Incumbent
49-9092.00	13875	Perform offshore oil and gas exploration and extraction duties such as conducting underwater surveys and repairing and maintaining drilling rigs and platforms.	Supplemental	101	06/2007	Incumbent
49-9092.00	13876	Cultivate and harvest marine species, and perform routine work on fish farms.	Supplemental	101	06/2007	Incumbent
49-9092.00	13877	Set up dive sites for recreational instruction.	Supplemental	100	06/2007	Incumbent
49-9093.00	14989	Measure and hem curtains, garments, and canvas coverings to size, using tape measures.	Core	83	06/2008	Incumbent
49-9093.00	14990	Operate sewing machines to restitch defective seams, sew up holes, or replace components of fabric articles.	Core	85	06/2008	Incumbent
49-9093.00	14991	Spread out articles or materials and examine them for holes, tears, worn areas, and other defects.	Core	85	06/2008	Incumbent
49-9093.00	14992	Stamp grommets into canvas, using mallets and punches or eyelet machines.	Core	85	06/2008	Incumbent
49-9093.00	14993	Trim edges of cut or torn fabric, using scissors or knives, and stitch trimmed edges together.	Core	85	06/2008	Incumbent
49-9093.00	14994	Patch holes, sew tears and ripped seams, or darn defects in items, using needles and thread or sewing machines.	Core	84	06/2008	Incumbent
49-9093.00	14995	Check repaired and repacked survival equipment to ensure that it meets specifications.	Supplemental	85	06/2008	Incumbent
49-9093.00	14996	Sew labels and emblems onto articles for identification.	Supplemental	85	06/2008	Incumbent
49-9093.00	14997	Repair holes by weaving thread over them, using needles.	Supplemental	85	06/2008	Incumbent
49-9093.00	14998	Clean stains from fabric or garments, using spray guns and cleaning fluid.	Supplemental	84	06/2008	Incumbent
49-9093.00	14999	Sew fringe, tassels, and ruffles onto drapes and curtains, and buttons and trimming onto garments.	Supplemental	85	06/2008	Incumbent
49-9093.00	15000	Re-knit runs and replace broken threads, using latch needles.	Supplemental	82	06/2008	Incumbent
49-9093.00	15001	Replace defective shrouds, and splice connections between shrouds and harnesses, using hand tools.	Supplemental	83	06/2008	Incumbent
49-9093.00	15002	Pull knots to the wrong sides of garments, using hooks.	Supplemental	84	06/2008	Incumbent
49-9094.00	7124	Cut new or duplicate keys, using keycutting machines.	Core	91	07/2005	Incumbent
49-9094.00	7125	Keep records of company locks and keys.	Core	92	07/2005	Incumbent
49-9094.00	7126	Insert new or repaired tumblers into locks to change combinations.	Core	90	07/2005	Incumbent
49-9094.00	7127	Move picklocks in cylinders to open door locks without keys.	Core	91	07/2005	Incumbent
49-9094.00	7128	Disassemble mechanical or electrical locking devices, and repair or replace worn tumblers, springs, and other parts, using hand tools.	Core	90	07/2005	Incumbent
49-9094.00	7129	Repair and adjust safes, vault doors, and vault components, using hand tools, lathes, drill presses, and welding and acetylene cutting apparatus.	Core	88	07/2005	Incumbent
49-9094.00	7130	Install safes, vault doors, and deposit boxes according to blueprints, using equipment such as powered drills, taps, dies, truck cranes, and dollies.	Supplemental	88	07/2005	Incumbent
49-9094.00	7131	Open safe locks by drilling.	Supplemental	89	07/2005	Incumbent
49-9094.00	7132	Remove interior and exterior finishes on safes and vaults, and spray on new finishes.	Supplemental	89	07/2005	Incumbent
49-9095.00	13878	Seal open sides of modular units to prepare them for shipment, using polyethylene sheets, nails, and hammers.	Core	61	06/2007	Incumbent
49-9095.00	13879	Move and set up mobile homes or prefabricated buildings on owners' lots or at mobile home parks.	Core	61	06/2007	Incumbent
49-9095.00	13880	Inspect, examine, and test the operation of parts or systems to evaluate operating condition and to determine if repairs are needed.	Core	61	06/2007	Incumbent
49-9095.00	13881	Connect water hoses to inlet pipes of plumbing systems, and test operation of plumbing fixtures.	Core	60	06/2007	Incumbent
49-9095.00	13882	Remove damaged exterior panels, repair and replace structural frame members, and seal leaks, using hand tools.	Core	62	06/2007	Incumbent
49-9095.00	13883	List parts needed, estimate costs, and plan work procedures, using parts lists, technical manuals, and diagrams.	Core	61	06/2007	Incumbent
49-9095.00	13884	Confer with customers or read work orders to determine the nature and extent of damage to units.	Core	62	06/2007	Incumbent
49-9095.00	13885	Install, repair, and replace units, fixtures, appliances, and other items and systems in mobile and modular homes, prefabricated buildings, or travel trailers, using hand tools or power tools.	Core	62	06/2007	Incumbent
49-9095.00	13886	Reset hardware, using chisels, mallets, and screwdrivers.	Core	62	06/2007	Incumbent
49-9095.00	13887	Repair leaks in plumbing or gas lines, using caulking compounds and plastic or copper pipe.	Core	62	06/2007	Incumbent
49-9095.00	13888	Locate and repair frayed wiring, broken connections, or incorrect wiring, using ohmmeters, soldering irons, tape, and hand tools.	Core	61	06/2007	Incumbent
49-9095.00	13889	Open and close doors, windows, and drawers to test their operation; and trim edges to fit, using jackplanes or drawknives.	Core	61	06/2007	Incumbent
49-9095.00	13890	Connect electrical systems to outside power sources and activate switches to test the operation of appliances and light fixtures.	Supplemental	62	06/2007	Incumbent
49-9095.00	13891	Refinish wood surfaces on cabinets, doors, moldings, and floors, using power sanders, putty, spray equipment, brushes, paints, or varnishes.	Supplemental	61	06/2007	Incumbent
49-9096.00	13892	Signal or verbally direct workers engaged in hoisting and moving loads, in order to ensure safety of workers and materials.	Core	126	06/2007	Incumbent
49-9096.00	13893	Test rigging to ensure safety and reliability.	Core	127	06/2007	Incumbent
49-9096.00	13894	Attach loads to rigging to provide support or prepare them for moving, using hand and power tools.	Core	127	06/2007	Incumbent
49-9096.00	13895	Select gear such as cables, pulleys, and winches, according to load weights and sizes, facilities, and work schedules.	Core	127	06/2007	Incumbent
49-9096.00	13896	Control movement of heavy equipment through narrow openings or confined spaces, using chainfalls, gin poles, gallows frames, and other equipment.	Core	126	06/2007	Incumbent
49-9096.00	13897	Tilt, dip, and turn suspended loads to maneuver over, under, and/or around obstacles, using multi-point suspension techniques.	Core	125	06/2007	Incumbent
49-9096.00	13898	Align, level, and anchor machinery.	Core	127	06/2007	Incumbent
49-9096.00	13899	Fabricate, set up, and repair rigging, supporting structures, hoists, and pulling gear, using hand and power tools.	Core	127	06/2007	Incumbent
49-9096.00	13900	Manipulate rigging lines, hoists, and pulling gear to move or support materials such as heavy equipment, ships, or theatrical sets.	Core	126	06/2007	Incumbent
49-9096.00	13901	Attach pulleys and blocks to fixed overhead structures such as beams, ceilings, and gin pole booms, using bolts and clamps.	Core	127	06/2007	Incumbent
49-9096.00	13902	Dismantle and store rigging equipment after use.	Core	127	06/2007	Incumbent
49-9096.00	13903	Install ground rigging for yarding lines, attaching chokers to logs and then to the lines.	Supplemental	122	06/2007	Incumbent
49-9096.00	13904	Clean and dress machine surfaces and component parts.	Supplemental	126	06/2007	Incumbent
49-9097.00	13905	Install, inspect, maintain, and repair various railroad service equipment on the road or in the shop, including railroad signal systems.	Core	114	06/2007	Incumbent
49-9097.00	13906	Inspect and test operation, mechanical parts, and circuitry of gate crossings, signals, and signal equipment such as interlocks and hotbox detectors.	Core	115	06/2007	Incumbent
49-9097.00	13907	Inspect switch-controlling mechanisms on trolley wires and in track beds, using hand tools and test equipment.	Core	115	06/2007	Incumbent
49-9097.00	13908	Drive motor vehicles to job sites.	Core	118	06/2007	Incumbent
49-9097.00	13909	Tighten loose bolts, using wrenches, and test circuits and connections by opening and closing gates.	Core	118	06/2007	Incumbent
49-9097.00	13910	Inspect electrical units of railroad grade crossing gates and repair loose bolts and defective electrical connections and parts.	Core	117	06/2007	Incumbent
49-9097.00	13911	Replace defective wiring, broken lenses, or burned-out light bulbs.	Core	117	06/2007	Incumbent
49-9097.00	13912	Record and report information about mileage or track inspected, repairs performed, and equipment requiring replacement.	Core	114	06/2007	Incumbent
49-9097.00	13913	Inspect, maintain, and replace batteries as needed.	Core	117	06/2007	Incumbent
49-9097.00	13914	Lubricate moving parts on gate-crossing mechanisms and swinging signals.	Core	118	06/2007	Incumbent
49-9097.00	13915	Clean lenses of lamps with cloths and solvents.	Core	116	06/2007	Incumbent
49-9097.00	13916	Maintain high tension lines, de-energizing lines for power companies when repairs are requested.	Supplemental	115	06/2007	Incumbent
49-9097.00	13917	Test air lines and air cylinders on pneumatically operated gates.	Supplemental	116	06/2007	Incumbent
49-9098.00	3080	Tend and observe equipment and machinery to verify efficient and safe operation.	Core	206	07/2004	Incumbent
49-9098.00	3081	Examine and test machinery, equipment, components, and parts for defects to ensure proper functioning.	Core	205	07/2004	Incumbent
49-9098.00	3082	Adjust, connect, or disconnect wiring, piping, tubing, and other parts, using hand or power tools.	Core	205	07/2004	Incumbent
49-9098.00	3083	Install or replace machinery, equipment, and new or replacement parts and instruments, using hand or power tools.	Core	205	07/2004	Incumbent
49-9098.00	3084	Clean or lubricate vehicles, machinery, equipment, instruments, tools, work areas, and other objects, using hand tools, power tools, and cleaning equipment.	Core	206	07/2004	Incumbent
49-9098.00	3085	Apply protective materials to equipment, components, and parts to prevent defects and corrosion.	Core	204	07/2004	Incumbent
49-9098.00	3086	Transfer tools, parts, equipment, and supplies to and from work stations and other areas.	Core	205	07/2004	Incumbent
49-9098.00	3087	Disassemble broken or defective equipment to facilitate repair and reassemble equipment when repairs are complete.	Core	206	07/2004	Incumbent
49-9098.00	3088	Assemble and maintain physical structures, using hand or power tools.	Core	204	07/2004	Incumbent
49-9098.00	3089	Provide assistance to more skilled workers involved in the adjustment, maintenance, part replacement, and repair of tools, equipment, and machines.	Core	206	07/2004	Incumbent
49-9098.00	3090	Position vehicles, machinery, equipment, physical structures, and other objects for assembly or installation, using hand tools, power tools, and moving equipment.	Core	206	07/2004	Incumbent
49-9098.00	3091	Hold or supply tools, parts, equipment, and supplies for other workers.	Core	204	07/2004	Incumbent
49-9098.00	3092	Prepare work stations for use by mechanics and repairers.	Supplemental	205	07/2004	Incumbent
49-9099.01	17932	Identify and correct malfunctions of geothermal plant equipment, electrical systems, instrumentation, or controls.	n/a	n/a	06/2009	Analyst
49-9099.01	17933	Install, maintain, or repair ground or water source-coupled heat pumps to heat and cool residential or commercial building air or water.	n/a	n/a	06/2009	Analyst
49-9099.01	17934	Monitor and adjust operations of geothermal power plant equipment or systems.	n/a	n/a	06/2009	Analyst
49-9099.01	17935	Adjust power production systems to meet load and distribution demands.	n/a	n/a	06/2009	Analyst
49-9099.01	17936	Backfill piping trenches to protect pipes from damage.	n/a	n/a	06/2009	Analyst
49-9099.01	17937	Calculate heat loss and heat gain factors for residential properties to determine heating and cooling required by installed geothermal systems.	n/a	n/a	06/2009	Analyst
49-9099.01	17938	Design and lay out geothermal heat systems according to property characteristics, heating and cooling requirements, piping and equipment requirements, applicable regulations, or other factors.	n/a	n/a	06/2009	Analyst
49-9099.01	17939	Determine the type of geothermal loop system most suitable to a specific property and its heating and cooling needs.	n/a	n/a	06/2009	Analyst
49-9099.01	17940	Dig trenches for system piping to appropriate depths and lay piping in trenches.	n/a	n/a	06/2009	Analyst
49-9099.01	17941	Prepare newly installed geothermal heat systems for operation by flushing, purging, or other actions.	n/a	n/a	06/2009	Analyst
49-9099.01	17942	Identify equipment options, such as compressors, and make appropriate selections.	n/a	n/a	06/2009	Analyst
49-9099.01	17943	Install and maintain geothermal system instrumentation or controls.	n/a	n/a	06/2009	Analyst
49-9099.01	17944	Maintain electrical switchgear, process controls, transmitters, gauges, and control equipment in accordance with geothermal plant procedures.	n/a	n/a	06/2009	Analyst
49-9099.01	17945	Maintain, calibrate, or repair plant instrumentation, control, and electronic devices in geothermal plants.	n/a	n/a	06/2009	Analyst
49-9099.01	17946	Perform pre- and post-installation pressure, flow, and related tests of vertical and horizontal geothermal loop piping.	n/a	n/a	06/2009	Analyst
49-9099.01	17947	Place geothermal system pipes in bodies of water, weighting them to allow them to sink into position.	n/a	n/a	06/2009	Analyst
49-9099.01	17948	Verify that piping placed in bodies of water is situated to prevent damage to aquaculture and away from potential sources of harm, such as boat anchors.	n/a	n/a	06/2009	Analyst
49-9099.01	17949	Apply coatings or operate systems to mitigate corrosion of geothermal plant equipment or structures.	n/a	n/a	06/2009	Analyst
49-9099.01	17950	Collect and record data associated with operating geothermal power plants or well fields.	n/a	n/a	06/2009	Analyst
49-9099.01	17951	Determine whether emergency or auxiliary systems will be needed to keep properties heated or cooled in extreme weather conditions.	n/a	n/a	06/2009	Analyst
49-9099.01	17952	Install and maintain geothermal plant electrical protection equipment.	n/a	n/a	06/2009	Analyst
49-9099.01	17953	Integrate hot water heater systems with geothermal heat exchange systems.	n/a	n/a	06/2009	Analyst
49-9099.01	17954	Operate equipment such as excavators, backhoes, rock hammers, trench compactors, pavement saws, grout mixers or pumps, geothermal loop reels, and coil tubing units (CTU).	n/a	n/a	06/2009	Analyst
49-9099.01	17955	Prepare and maintain logs, reports, or other documentation of work performed.	n/a	n/a	06/2009	Analyst
49-9099.01	17956	Test water sources for factors such as flow volume and contaminant presence.	n/a	n/a	06/2009	Analyst
49-9099.01	17957	Weld piping, such as high density polyethylene (HDPE) piping, using techniques such as butt, socket, side-wall, and electro-fusion welding.	n/a	n/a	06/2009	Analyst
49-9099.02	17805	Inspect or repair fiberglass turbine blades.	n/a	n/a	06/2009	Analyst
49-9099.02	17806	Troubleshoot or repair mechanical, hydraulic, or electrical malfunctions related to variable pitch systems, variable speed control systems, converter systems, or related components.	n/a	n/a	06/2009	Analyst
49-9099.02	17807	Climb wind turbine towers to inspect, maintain, or repair equipment.	n/a	n/a	06/2009	Analyst
49-9099.02	17808	Diagnose problems involving wind turbine generators or control systems.	n/a	n/a	06/2009	Analyst
49-9099.02	17809	Perform routine maintenance on wind turbine equipment, underground transmission systems, wind fields substations, or fiberoptic sensing and control systems.	n/a	n/a	06/2009	Analyst
49-9099.02	17810	Start or restart wind turbine generator systems to ensure proper operations.	n/a	n/a	06/2009	Analyst
49-9099.02	17811	Test electrical components of wind systems with devices such as voltage testers, multimeters, oscilloscopes, infrared testers, and fiberoptic equipment.	n/a	n/a	06/2009	Analyst
49-9099.02	17812	Test structures, controls, or mechanical, hydraulic, or electrical systems according to test plans and in coordination with engineers.	n/a	n/a	06/2009	Analyst
49-9099.02	17813	Assist in assembly of individual wind generators or construction of wind farms.	n/a	n/a	06/2009	Analyst
49-9099.02	17814	Collect turbine data for testing or research and analysis.	n/a	n/a	06/2009	Analyst
49-9099.02	17815	Maintain tool and spare parts inventories required for repair, installation, or replacement services.	n/a	n/a	06/2009	Analyst
49-9099.02	17816	Operate manufacturing equipment to fabricate wind turbines.	n/a	n/a	06/2009	Analyst
49-9099.02	17817	Train end-users, distributors, installers, or other technicians in wind commissioning, testing, or other technical procedures.	n/a	n/a	06/2009	Analyst
51-1011.00	8450	Enforce safety and sanitation regulations.	Core	774	12/2005	Incumbent
51-1011.00	8451	Direct and coordinate the activities of employees engaged in the production or processing of goods, such as inspectors, machine setters, and fabricators.	Core	773	12/2005	Incumbent
51-1011.00	8452	Read and analyze charts, work orders, production schedules, and other records and reports to determine production requirements and to evaluate current production estimates and outputs.	Core	775	12/2005	Incumbent
51-1011.00	8453	Confer with other supervisors to coordinate operations and activities within or between departments.	Core	774	12/2005	Incumbent
51-1011.00	8454	Plan and establish work schedules, assignments, and production sequences to meet production goals.	Core	772	12/2005	Incumbent
51-1011.00	8455	Inspect materials, products, or equipment to detect defects or malfunctions.	Core	774	12/2005	Incumbent
51-1011.00	8456	Demonstrate equipment operations and work and safety procedures to new employees, or assign employees to experienced workers for training.	Core	777	12/2005	Incumbent
51-1011.00	8457	Observe work and monitor gauges, dials, and other indicators to ensure that operators conform to production or processing standards.	Core	771	12/2005	Incumbent
51-1011.00	8458	Confer with management or subordinates to resolve worker problems, complaints, or grievances.	Core	772	12/2005	Incumbent
51-1011.00	8459	Interpret specifications, blueprints, job orders, and company policies and procedures for workers.	Core	769	12/2005	Incumbent
51-1011.00	8460	Maintain operations data, such as time, production, and cost records, and prepare management reports of production results.	Core	770	12/2005	Incumbent
51-1011.00	8461	Recommend or implement measures to motivate employees and to improve production methods, equipment performance, product quality, or efficiency.	Core	771	12/2005	Incumbent
51-1011.00	8462	Determine standards, budgets, production goals, and rates, based on company policies, equipment and labor availability, and workloads.	Core	775	12/2005	Incumbent
51-1011.00	8463	Requisition materials, supplies, equipment parts, or repair services.	Core	764	12/2005	Incumbent
51-1011.00	8464	Recommend personnel actions such as hirings and promotions.	Core	772	12/2005	Incumbent
51-1011.00	8465	Set up and adjust machines and equipment.	Supplemental	773	12/2005	Incumbent
51-1011.00	8466	Calculate labor and equipment requirements and production specifications, using standard formulas.	Supplemental	772	12/2005	Incumbent
51-1011.00	8467	Plan and develop new products and production processes.	Supplemental	769	12/2005	Incumbent
51-2011.00	13918	Align and fit structural assemblies manually, or signal crane operators to position assemblies for joining.	Core	72	06/2007	Incumbent
51-2011.00	13919	Assemble and fit prefabricated parts to form subassemblies.	Core	71	06/2007	Incumbent
51-2011.00	13920	Assemble, install, and connect parts, fittings, and assemblies on aircraft, using layout tools, hand tools, power tools, and fasteners such as bolts, screws, rivets, and clamps.	Core	72	06/2007	Incumbent
51-2011.00	13921	Position and align subassemblies in jigs or fixtures, using measuring instruments and following blueprint lines and index points.	Core	72	06/2007	Incumbent
51-2011.00	13922	Cut, trim, file, bend, and smooth parts, and verify sizes and fitting tolerances in order to ensure proper fit and clearance of parts.	Core	72	06/2007	Incumbent
51-2011.00	13923	Read and interpret blueprints, illustrations, and specifications to determine layouts, sequences of operations, or identities and relationships of parts.	Core	72	06/2007	Incumbent
51-2011.00	13924	Align, fit, assemble, connect, and install system components, using jigs, fixtures, measuring instruments, hand tools, and power tools.	Core	72	06/2007	Incumbent
51-2011.00	13925	Join structural assemblies such as wings, tails, and fuselage.	Core	72	06/2007	Incumbent
51-2011.00	13926	Lay out and mark reference points and locations for installation of parts and components, using jigs, templates, and measuring and marking instruments.	Core	72	06/2007	Incumbent
51-2011.00	13927	Adjust, repair, rework, or replace parts and assemblies to eliminate malfunctions and to ensure proper operation.	Core	73	06/2007	Incumbent
51-2011.00	13928	Attach brackets, hinges, or clips to secure or support components and subassemblies, using bolts, screws, rivets, chemical bonding, or welding.	Core	73	06/2007	Incumbent
51-2011.00	13929	Inspect and test installed units, parts, systems, and assemblies for fit, alignment, performance, defects, and compliance with standards, using measuring instruments and test equipment.	Core	72	06/2007	Incumbent
51-2011.00	13930	Fit and fasten sheet metal coverings to surface areas and other sections of aircraft prior to welding or riveting.	Core	71	06/2007	Incumbent
51-2011.00	13931	Clean, oil, and/or coat system components as necessary before assembling and attaching them.	Core	72	06/2007	Incumbent
51-2011.00	13932	Set, align, adjust, and synchronize aircraft armament and rigging and control system components to established tolerances and requirements, using sighting devices and hand tools.	Supplemental	71	06/2007	Incumbent
51-2011.00	13933	Install and connect control cables to electronically controlled units, using hand tools, ring locks, cotter keys, threaded connectors, turnbuckles, and related devices.	Supplemental	72	06/2007	Incumbent
51-2011.00	13934	Fabricate parts needed for assembly and installation, using shop equipment.	Supplemental	73	06/2007	Incumbent
51-2011.00	13935	Set up and operate machines and systems to crimp, cut, bend, form, swage, flare, bead, burr, and straighten tubing, according to specifications.	Supplemental	72	06/2007	Incumbent
51-2011.00	13936	Weld tubing and fittings, and solder cable ends, using tack-welders, induction brazing chambers, or other equipment.	Supplemental	71	06/2007	Incumbent
51-2011.00	13937	Install mechanical linkages and actuators, and verify tension of cables, using tensiometers.	Supplemental	70	06/2007	Incumbent
51-2011.00	13938	Verify dimensions of cable assemblies and positions of fittings, using measuring instruments.	Supplemental	71	06/2007	Incumbent
51-2011.00	13939	Mark identifying information on tubing or cable assemblies, using etching devices, labels, rubber stamps, or other methods.	Supplemental	70	06/2007	Incumbent
51-2011.00	13940	Select and install accessories in swaging machines, using hand tools.	Supplemental	71	06/2007	Incumbent
51-2011.00	13941	Form loops or splices in cables, using clamps and fittings, or reweave cable strands.	Supplemental	71	06/2007	Incumbent
51-2011.00	13942	Measure and cut cables and tubing, using master templates, measuring instruments, and cable cutters or saws.	Supplemental	72	06/2007	Incumbent
51-2011.00	13943	Swage fittings onto cables, using swaging machines.	Supplemental	71	06/2007	Incumbent
51-2021.00	11904	Operate or tend wire-coiling machines to wind wire coils used in electrical components such as resistors and transformers, and in electrical equipment and instruments such as bobbins and generators.	Core	86	12/2006	Incumbent
51-2021.00	11905	Review work orders and specifications to determine materials needed and types of parts to be processed.	Core	85	12/2006	Incumbent
51-2021.00	11906	Cut, strip, and bend wire leads at ends of coils, using pliers and wire scrapers.	Core	83	12/2006	Incumbent
51-2021.00	11907	Select and load materials such as workpieces, objects, and machine parts onto equipment used in coiling processes.	Core	85	12/2006	Incumbent
51-2021.00	11908	Record production and operational data on specified forms.	Core	86	12/2006	Incumbent
51-2021.00	11909	Attach, alter, and trim materials such as wire, insulation, and coils, using hand tools.	Core	84	12/2006	Incumbent
51-2021.00	11910	Stop machines to remove completed components, using hand tools.	Core	81	12/2006	Incumbent
51-2021.00	11911	Examine and test wired electrical components such as motors, armatures, and stators, using measuring devices; and record test results.	Supplemental	85	12/2006	Incumbent
51-2021.00	11912	Apply solutions or paints to wired electrical components, using hand tools; and bake components.	Supplemental	85	12/2006	Incumbent
51-2021.00	11913	Disassemble and assemble motors, and repair and maintain electrical components and machinery parts, using hand tools.	Supplemental	82	12/2006	Incumbent
51-2021.00	11914	Line slots with sheet insulation, and insert coils into slots.	Supplemental	83	12/2006	Incumbent
51-2022.00	10018	Inspect and test wiring installations, assemblies, and circuits for resistance factors and for operation; and record results.	Core	68	06/2006	Incumbent
51-2022.00	10019	Assemble electrical or electronic systems and support structures; and install components, units, subassemblies, wiring, and assembly casings, using rivets, bolts, soldering and micro-welding equipment.	Core	70	06/2006	Incumbent
51-2022.00	10020	Adjust, repair, or replace electrical or electronic component parts to correct defects and to ensure conformance to specifications.	Core	69	06/2006	Incumbent
51-2022.00	10021	Clean parts, using cleaning solutions, air hoses, and cloths.	Core	69	06/2006	Incumbent
51-2022.00	10022	Read and interpret schematic drawings, diagrams, blueprints, specifications, work orders, and reports in order to determine materials requirements and assembly instructions.	Core	68	06/2006	Incumbent
51-2022.00	10023	Mark and tag components so that stock inventory can be tracked and identified.	Core	68	06/2006	Incumbent
51-2022.00	10024	Position, align, and adjust workpieces and electrical parts to facilitate wiring and assembly.	Core	66	06/2006	Incumbent
51-2022.00	10025	Pack finished assemblies for shipment and transport them to storage areas, using hoists or handtrucks.	Core	68	06/2006	Incumbent
51-2022.00	10026	Confer with supervisors or engineers to plan and review work activities, and to resolve production problems.	Core	68	06/2006	Incumbent
51-2022.00	10027	Explain assembly procedures or techniques to other workers.	Core	67	06/2006	Incumbent
51-2022.00	10028	Measure and adjust voltages to specified values to determine operational accuracy of instruments.	Supplemental	69	06/2006	Incumbent
51-2022.00	10029	Fabricate and form parts, coils, and structures according to specifications, using drills, calipers, cutters, and saws.	Supplemental	69	06/2006	Incumbent
51-2022.00	10030	Drill and tap holes in specified equipment locations to mount control units, and to provide openings for elements, wiring, and instruments.	Supplemental	68	06/2006	Incumbent
51-2022.00	10031	Complete, review, and maintain production, time, and component waste reports.	Supplemental	67	06/2006	Incumbent
51-2022.00	10032	Paint structures as specified, using paint sprayers.	Supplemental	67	06/2006	Incumbent
51-2022.00	10033	Instruct customers in the installation, repair, and maintenance of products.	Supplemental	67	06/2006	Incumbent
51-2022.00	10034	Distribute materials, supplies, and subassemblies to work areas.	Supplemental	66	06/2006	Incumbent
51-2023.00	13944	Inspect, test, and adjust completed units to ensure that units meet specifications, tolerances, and customer order requirements.	Core	139	06/2007	Incumbent
51-2023.00	13945	Assemble parts or units, and position, align, and fasten units to assemblies, subassemblies, or frames, using hand tools and power tools.	Core	139	06/2007	Incumbent
51-2023.00	13946	Position, align, and adjust parts for proper fit and assembly.	Core	139	06/2007	Incumbent
51-2023.00	13947	Connect cables, tubes, and wiring, according to specifications.	Core	138	06/2007	Incumbent
51-2023.00	13948	Attach name plates and mark identifying information on parts.	Core	138	06/2007	Incumbent
51-2023.00	13949	Read blueprints and specifications to determine component parts and assembly sequences of electromechanical units.	Core	137	06/2007	Incumbent
51-2023.00	13950	Disassemble units to replace parts or to crate them for shipping.	Core	139	06/2007	Incumbent
51-2023.00	13951	Measure parts to determine tolerances, using precision measuring instruments such as micrometers, calipers, and verniers.	Supplemental	137	06/2007	Incumbent
51-2023.00	13952	Clean and lubricate parts and subassemblies, using grease paddles or oilcans.	Supplemental	136	06/2007	Incumbent
51-2023.00	13953	Drill, tap, ream, countersink, and spot-face bolt holes in parts, using drill presses and portable power drills.	Supplemental	139	06/2007	Incumbent
51-2023.00	13954	File, lap, and buff parts to fit, using hand and power tools.	Supplemental	139	06/2007	Incumbent
51-2023.00	13955	Pack or fold insulation between panels.	Supplemental	137	06/2007	Incumbent
51-2023.00	13956	Operate or tend automated assembling equipment, such as robotics and fixed automation equipment.	Supplemental	137	06/2007	Incumbent
51-2023.00	13957	Operate small cranes to transport or position large parts.	Supplemental	136	06/2007	Incumbent
51-2031.00	13958	Inspect, operate, and test completed products to verify functioning, machine capabilities, and conformance to customer specifications.	Core	143	06/2007	Incumbent
51-2031.00	13959	Position and align components for assembly, manually or using hoists.	Core	141	06/2007	Incumbent
51-2031.00	13960	Set and verify parts clearances.	Core	142	06/2007	Incumbent
51-2031.00	13961	Rework, repair, and replace damaged parts or assemblies.	Core	143	06/2007	Incumbent
