O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
51-9192.00	1.C.5.a	Dependability	IM	4.50	21	0.24	4.01	4.99	N	06/2007	Incumbent
51-9192.00	1.C.5.b	Attention to Detail	IM	4.54	21	0.22	4.09	5.00	N	06/2007	Incumbent
51-9192.00	1.C.5.c	Integrity	IM	3.91	21	0.35	3.19	4.63	N	06/2007	Incumbent
51-9192.00	1.C.6	Independence	IM	4.09	21	0.35	3.35	4.82	N	06/2007	Incumbent
51-9192.00	1.C.7.a	Innovation	IM	3.61	21	0.40	2.77	4.45	N	06/2007	Incumbent
51-9192.00	1.C.7.b	Analytical Thinking	IM	3.92	20	0.25	3.39	4.45	N	06/2007	Incumbent
51-9193.00	1.C.1.a	Achievement/Effort	IM	3.67	32	0.24	3.17	4.16	N	12/2005	Incumbent
51-9193.00	1.C.1.b	Persistence	IM	3.52	32	0.23	3.05	3.99	N	12/2005	Incumbent
51-9193.00	1.C.1.c	Initiative	IM	3.62	32	0.23	3.15	4.09	N	12/2005	Incumbent
51-9193.00	1.C.2.b	Leadership	IM	3.40	32	0.32	2.74	4.05	N	12/2005	Incumbent
51-9193.00	1.C.3.a	Cooperation	IM	3.85	32	0.21	3.42	4.29	N	12/2005	Incumbent
51-9193.00	1.C.3.b	Concern for Others	IM	3.51	32	0.24	3.03	3.99	N	12/2005	Incumbent
51-9193.00	1.C.3.c	Social Orientation	IM	2.94	32	0.23	2.46	3.41	N	12/2005	Incumbent
51-9193.00	1.C.4.a	Self Control	IM	3.77	32	0.33	3.09	4.45	N	12/2005	Incumbent
51-9193.00	1.C.4.b	Stress Tolerance	IM	3.88	32	0.28	3.32	4.45	N	12/2005	Incumbent
51-9193.00	1.C.4.c	Adaptability/Flexibility	IM	3.55	32	0.11	3.33	3.76	N	12/2005	Incumbent
51-9193.00	1.C.5.a	Dependability	IM	4.24	32	0.11	4.02	4.47	N	12/2005	Incumbent
51-9193.00	1.C.5.b	Attention to Detail	IM	4.01	32	0.14	3.72	4.31	N	12/2005	Incumbent
51-9193.00	1.C.5.c	Integrity	IM	3.82	32	0.15	3.52	4.11	N	12/2005	Incumbent
51-9193.00	1.C.6	Independence	IM	3.81	32	0.20	3.40	4.23	N	12/2005	Incumbent
51-9193.00	1.C.7.a	Innovation	IM	3.29	32	0.10	3.09	3.49	N	12/2005	Incumbent
51-9193.00	1.C.7.b	Analytical Thinking	IM	3.31	32	0.26	2.79	3.84	N	12/2005	Incumbent
51-9194.00	1.C.1.a	Achievement/Effort	IM	3.55	20	0.36	2.80	4.30	N	06/2007	Incumbent
51-9194.00	1.C.1.b	Persistence	IM	3.35	20	0.36	2.60	4.11	N	06/2007	Incumbent
51-9194.00	1.C.1.c	Initiative	IM	3.66	20	0.22	3.19	4.13	N	06/2007	Incumbent
51-9194.00	1.C.2.b	Leadership	IM	3.43	20	0.33	2.73	4.12	N	06/2007	Incumbent
51-9194.00	1.C.3.a	Cooperation	IM	3.96	20	0.37	3.18	4.73	N	06/2007	Incumbent
51-9194.00	1.C.3.b	Concern for Others	IM	3.47	19	0.24	2.96	3.97	N	06/2007	Incumbent
51-9194.00	1.C.3.c	Social Orientation	IM	2.83	20	0.39	2.02	3.65	N	06/2007	Incumbent
51-9194.00	1.C.4.a	Self Control	IM	3.48	20	0.36	2.73	4.22	N	06/2007	Incumbent
51-9194.00	1.C.4.b	Stress Tolerance	IM	3.34	20	0.35	2.61	4.07	N	06/2007	Incumbent
51-9194.00	1.C.4.c	Adaptability/Flexibility	IM	3.59	20	0.23	3.12	4.06	N	06/2007	Incumbent
51-9194.00	1.C.5.a	Dependability	IM	4.28	20	0.18	3.91	4.66	N	06/2007	Incumbent
51-9194.00	1.C.5.b	Attention to Detail	IM	4.46	20	0.17	4.11	4.81	N	06/2007	Incumbent
51-9194.00	1.C.5.c	Integrity	IM	4.09	19	0.21	3.64	4.53	N	06/2007	Incumbent
51-9194.00	1.C.6	Independence	IM	3.99	20	0.14	3.70	4.29	N	06/2007	Incumbent
51-9194.00	1.C.7.a	Innovation	IM	3.67	20	0.32	2.99	4.34	N	06/2007	Incumbent
51-9194.00	1.C.7.b	Analytical Thinking	IM	3.57	19	0.35	2.84	4.31	N	06/2007	Incumbent
51-9195.03	1.C.1.a	Achievement/Effort	IM	3.56	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
51-9195.03	1.C.1.b	Persistence	IM	3.84	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
51-9195.03	1.C.1.c	Initiative	IM	3.76	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
51-9195.03	1.C.2.b	Leadership	IM	2.96	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
51-9195.03	1.C.3.a	Cooperation	IM	3.52	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
51-9195.03	1.C.3.b	Concern for Others	IM	2.84	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
51-9195.03	1.C.3.c	Social Orientation	IM	2.20	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
51-9195.03	1.C.4.a	Self Control	IM	3.68	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
51-9195.03	1.C.4.b	Stress Tolerance	IM	3.56	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
51-9195.03	1.C.4.c	Adaptability/Flexibility	IM	3.60	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
51-9195.03	1.C.5.a	Dependability	IM	4.24	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
51-9195.03	1.C.5.b	Attention to Detail	IM	4.72	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
51-9195.03	1.C.5.c	Integrity	IM	3.60	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
51-9195.03	1.C.6	Independence	IM	3.92	24	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
51-9195.03	1.C.7.a	Innovation	IM	3.48	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
51-9195.03	1.C.7.b	Analytical Thinking	IM	3.40	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
51-9195.04	1.C.1.a	Achievement/Effort	IM	4.29	27	0.21	3.86	4.72	N	12/2006	Incumbent
51-9195.04	1.C.1.b	Persistence	IM	3.99	27	0.29	3.39	4.59	N	12/2006	Incumbent
51-9195.04	1.C.1.c	Initiative	IM	4.23	27	0.23	3.76	4.69	N	12/2006	Incumbent
51-9195.04	1.C.2.b	Leadership	IM	3.40	27	0.38	2.62	4.18	N	12/2006	Incumbent
51-9195.04	1.C.3.a	Cooperation	IM	4.47	27	0.22	4.01	4.92	N	12/2006	Incumbent
51-9195.04	1.C.3.b	Concern for Others	IM	3.92	27	0.28	3.34	4.50	N	12/2006	Incumbent
51-9195.04	1.C.3.c	Social Orientation	IM	3.71	27	0.37	2.95	4.47	N	12/2006	Incumbent
51-9195.04	1.C.4.a	Self Control	IM	4.37	27	0.22	3.93	4.82	N	12/2006	Incumbent
51-9195.04	1.C.4.b	Stress Tolerance	IM	4.05	27	0.29	3.45	4.65	N	12/2006	Incumbent
51-9195.04	1.C.4.c	Adaptability/Flexibility	IM	3.97	27	0.33	3.29	4.65	N	12/2006	Incumbent
51-9195.04	1.C.5.a	Dependability	IM	4.49	27	0.21	4.06	4.91	N	12/2006	Incumbent
51-9195.04	1.C.5.b	Attention to Detail	IM	4.65	27	0.20	4.24	5.00	N	12/2006	Incumbent
51-9195.04	1.C.5.c	Integrity	IM	4.22	26	0.24	3.73	4.71	N	12/2006	Incumbent
51-9195.04	1.C.6	Independence	IM	3.99	26	0.42	3.12	4.86	N	12/2006	Incumbent
51-9195.04	1.C.7.a	Innovation	IM	3.76	26	0.41	2.91	4.62	N	12/2006	Incumbent
51-9195.04	1.C.7.b	Analytical Thinking	IM	3.69	26	0.42	2.83	4.55	N	12/2006	Incumbent
51-9195.05	1.C.1.a	Achievement/Effort	IM	4.14	64	0.14	3.87	4.41	N	06/2008	Incumbent
51-9195.05	1.C.1.b	Persistence	IM	4.11	65	0.15	3.81	4.41	N	06/2008	Incumbent
51-9195.05	1.C.1.c	Initiative	IM	4.10	65	0.21	3.67	4.52	N	06/2008	Incumbent
51-9195.05	1.C.2.b	Leadership	IM	2.91	64	0.22	2.46	3.36	N	06/2008	Incumbent
51-9195.05	1.C.3.a	Cooperation	IM	3.61	65	0.20	3.22	4.00	N	06/2008	Incumbent
51-9195.05	1.C.3.b	Concern for Others	IM	3.24	65	0.21	2.83	3.65	N	06/2008	Incumbent
51-9195.05	1.C.3.c	Social Orientation	IM	2.82	65	0.21	2.39	3.25	N	06/2008	Incumbent
51-9195.05	1.C.4.a	Self Control	IM	3.41	65	0.18	3.05	3.77	N	06/2008	Incumbent
51-9195.05	1.C.4.b	Stress Tolerance	IM	3.27	65	0.18	2.92	3.63	N	06/2008	Incumbent
51-9195.05	1.C.4.c	Adaptability/Flexibility	IM	3.44	65	0.19	3.05	3.82	N	06/2008	Incumbent
51-9195.05	1.C.5.a	Dependability	IM	4.01	65	0.20	3.62	4.41	N	06/2008	Incumbent
51-9195.05	1.C.5.b	Attention to Detail	IM	4.45	65	0.14	4.18	4.72	N	06/2008	Incumbent
51-9195.05	1.C.5.c	Integrity	IM	4.01	66	0.18	3.64	4.37	N	06/2008	Incumbent
51-9195.05	1.C.6	Independence	IM	4.09	66	0.19	3.71	4.48	N	06/2008	Incumbent
51-9195.05	1.C.7.a	Innovation	IM	4.01	66	0.20	3.62	4.40	N	06/2008	Incumbent
51-9195.05	1.C.7.b	Analytical Thinking	IM	3.47	66	0.19	3.09	3.85	N	06/2008	Incumbent
51-9195.07	1.C.1.a	Achievement/Effort	IM	3.65	34	0.26	3.12	4.17	N	12/2006	Incumbent
51-9195.07	1.C.1.b	Persistence	IM	3.98	34	0.24	3.50	4.46	N	12/2006	Incumbent
51-9195.07	1.C.1.c	Initiative	IM	3.98	34	0.17	3.63	4.32	N	12/2006	Incumbent
51-9195.07	1.C.2.b	Leadership	IM	3.48	34	0.27	2.93	4.03	N	12/2006	Incumbent
51-9195.07	1.C.3.a	Cooperation	IM	4.08	34	0.21	3.66	4.51	N	12/2006	Incumbent
51-9195.07	1.C.3.b	Concern for Others	IM	3.66	34	0.26	3.14	4.18	N	12/2006	Incumbent
51-9195.07	1.C.3.c	Social Orientation	IM	2.89	34	0.16	2.57	3.22	N	12/2006	Incumbent
51-9195.07	1.C.4.a	Self Control	IM	4.06	34	0.21	3.63	4.48	N	12/2006	Incumbent
51-9195.07	1.C.4.b	Stress Tolerance	IM	3.76	34	0.22	3.30	4.21	N	12/2006	Incumbent
51-9195.07	1.C.4.c	Adaptability/Flexibility	IM	3.53	34	0.17	3.18	3.89	N	12/2006	Incumbent
51-9195.07	1.C.5.a	Dependability	IM	4.37	34	0.12	4.13	4.61	N	12/2006	Incumbent
51-9195.07	1.C.5.b	Attention to Detail	IM	4.20	34	0.22	3.75	4.64	N	12/2006	Incumbent
51-9195.07	1.C.5.c	Integrity	IM	3.37	35	0.29	2.77	3.96	N	12/2006	Incumbent
51-9195.07	1.C.6	Independence	IM	3.41	35	0.35	2.69	4.13	N	12/2006	Incumbent
51-9195.07	1.C.7.a	Innovation	IM	2.76	35	0.18	2.40	3.11	N	12/2006	Incumbent
51-9195.07	1.C.7.b	Analytical Thinking	IM	2.68	35	0.34	1.99	3.38	N	12/2006	Incumbent
51-9196.00	1.C.1.a	Achievement/Effort	IM	3.51	25	0.25	2.99	4.04	N	12/2006	Incumbent
51-9196.00	1.C.1.b	Persistence	IM	3.59	25	0.26	3.05	4.13	N	12/2006	Incumbent
51-9196.00	1.C.1.c	Initiative	IM	3.79	25	0.33	3.12	4.47	N	12/2006	Incumbent
51-9196.00	1.C.2.b	Leadership	IM	3.24	25	0.41	2.39	4.09	N	12/2006	Incumbent
51-9196.00	1.C.3.a	Cooperation	IM	3.96	25	0.40	3.14	4.78	N	12/2006	Incumbent
51-9196.00	1.C.3.b	Concern for Others	IM	3.56	25	0.32	2.91	4.22	N	12/2006	Incumbent
51-9196.00	1.C.3.c	Social Orientation	IM	3.11	25	0.52	2.04	4.18	N	12/2006	Incumbent
51-9196.00	1.C.4.a	Self Control	IM	3.66	25	0.33	2.97	4.35	N	12/2006	Incumbent
51-9196.00	1.C.4.b	Stress Tolerance	IM	3.53	25	0.26	2.99	4.08	N	12/2006	Incumbent
51-9196.00	1.C.4.c	Adaptability/Flexibility	IM	3.75	25	0.32	3.08	4.41	N	12/2006	Incumbent
51-9196.00	1.C.5.a	Dependability	IM	4.69	25	0.18	4.32	5.00	N	12/2006	Incumbent
51-9196.00	1.C.5.b	Attention to Detail	IM	4.41	25	0.23	3.95	4.88	N	12/2006	Incumbent
51-9196.00	1.C.5.c	Integrity	IM	3.93	25	0.25	3.43	4.44	N	12/2006	Incumbent
51-9196.00	1.C.6	Independence	IM	3.58	25	0.23	3.11	4.06	N	12/2006	Incumbent
51-9196.00	1.C.7.a	Innovation	IM	3.29	25	0.30	2.67	3.90	N	12/2006	Incumbent
51-9196.00	1.C.7.b	Analytical Thinking	IM	3.34	25	0.22	2.88	3.80	N	12/2006	Incumbent
51-9197.00	1.C.1.a	Achievement/Effort	IM	3.30	20	0.19	2.91	3.69	N	06/2007	Incumbent
51-9197.00	1.C.1.b	Persistence	IM	3.18	20	0.20	2.76	3.61	N	06/2007	Incumbent
51-9197.00	1.C.1.c	Initiative	IM	3.07	20	0.55	1.93	4.22	N	06/2007	Incumbent
51-9197.00	1.C.2.b	Leadership	IM	2.65	20	0.27	2.07	3.22	N	06/2007	Incumbent
51-9197.00	1.C.3.a	Cooperation	IM	4.20	20	0.33	3.51	4.89	N	06/2007	Incumbent
51-9197.00	1.C.3.b	Concern for Others	IM	3.90	20	0.47	2.92	4.88	N	06/2007	Incumbent
51-9197.00	1.C.3.c	Social Orientation	IM	3.05	20	0.33	2.37	3.74	N	06/2007	Incumbent
51-9197.00	1.C.4.a	Self Control	IM	4.03	20	0.43	3.13	4.93	N	06/2007	Incumbent
51-9197.00	1.C.4.b	Stress Tolerance	IM	4.05	20	0.40	3.21	4.89	N	06/2007	Incumbent
51-9197.00	1.C.4.c	Adaptability/Flexibility	IM	4.08	20	0.39	3.26	4.90	N	06/2007	Incumbent
51-9197.00	1.C.5.a	Dependability	IM	4.60	20	0.23	4.12	5.00	N	06/2007	Incumbent
51-9197.00	1.C.5.b	Attention to Detail	IM	4.57	20	0.22	4.10	5.00	N	06/2007	Incumbent
51-9197.00	1.C.5.c	Integrity	IM	4.03	20	0.20	3.60	4.45	N	06/2007	Incumbent
51-9197.00	1.C.6	Independence	IM	3.95	20	0.22	3.48	4.41	N	06/2007	Incumbent
51-9197.00	1.C.7.a	Innovation	IM	2.89	20	0.52	1.80	3.98	N	06/2007	Incumbent
51-9197.00	1.C.7.b	Analytical Thinking	IM	2.52	20	0.28	1.94	3.10	N	06/2007	Incumbent
51-9198.00	1.C.1.a	Achievement/Effort	IM	3.09	32	0.33	2.43	3.76	N	12/2006	Incumbent
51-9198.00	1.C.1.b	Persistence	IM	3.31	32	0.30	2.68	3.93	N	12/2006	Incumbent
51-9198.00	1.C.1.c	Initiative	IM	3.43	32	0.22	2.98	3.89	N	12/2006	Incumbent
51-9198.00	1.C.2.b	Leadership	IM	2.66	32	0.29	2.08	3.25	N	12/2006	Incumbent
51-9198.00	1.C.3.a	Cooperation	IM	3.65	33	0.26	3.12	4.18	N	12/2006	Incumbent
51-9198.00	1.C.3.b	Concern for Others	IM	3.45	33	0.22	3.01	3.89	N	12/2006	Incumbent
51-9198.00	1.C.3.c	Social Orientation	IM	3.04	33	0.26	2.51	3.57	N	12/2006	Incumbent
51-9198.00	1.C.4.a	Self Control	IM	3.27	33	0.28	2.70	3.85	N	12/2006	Incumbent
51-9198.00	1.C.4.b	Stress Tolerance	IM	3.16	33	0.33	2.48	3.84	N	12/2006	Incumbent
51-9198.00	1.C.4.c	Adaptability/Flexibility	IM	3.64	33	0.19	3.25	4.02	N	12/2006	Incumbent
51-9198.00	1.C.5.a	Dependability	IM	4.03	33	0.15	3.73	4.34	N	12/2006	Incumbent
51-9198.00	1.C.5.b	Attention to Detail	IM	3.92	33	0.21	3.49	4.35	N	12/2006	Incumbent
51-9198.00	1.C.5.c	Integrity	IM	3.39	32	0.33	2.73	4.06	N	12/2006	Incumbent
51-9198.00	1.C.6	Independence	IM	3.26	32	0.34	2.57	3.96	N	12/2006	Incumbent
51-9198.00	1.C.7.a	Innovation	IM	2.70	32	0.17	2.34	3.05	N	12/2006	Incumbent
51-9198.00	1.C.7.b	Analytical Thinking	IM	2.91	32	0.16	2.57	3.24	N	12/2006	Incumbent
53-1011.00	1.C.1.a	Achievement/Effort	IM	3.66	18	0.25	3.13	4.20	N	06/2007	Incumbent
53-1011.00	1.C.1.b	Persistence	IM	3.79	18	0.13	3.51	4.08	N	06/2007	Incumbent
53-1011.00	1.C.1.c	Initiative	IM	3.95	18	0.22	3.48	4.43	N	06/2007	Incumbent
53-1011.00	1.C.2.b	Leadership	IM	4.59	18	0.18	4.20	4.97	N	06/2007	Incumbent
53-1011.00	1.C.3.a	Cooperation	IM	4.03	18	0.26	3.48	4.57	N	06/2007	Incumbent
53-1011.00	1.C.3.b	Concern for Others	IM	4.02	18	0.18	3.65	4.40	N	06/2007	Incumbent
53-1011.00	1.C.3.c	Social Orientation	IM	3.63	18	0.32	2.95	4.31	N	06/2007	Incumbent
53-1011.00	1.C.4.a	Self Control	IM	4.17	18	0.19	3.77	4.57	N	06/2007	Incumbent
53-1011.00	1.C.4.b	Stress Tolerance	IM	3.92	18	0.26	3.37	4.47	N	06/2007	Incumbent
53-1011.00	1.C.4.c	Adaptability/Flexibility	IM	4.15	18	0.17	3.79	4.50	N	06/2007	Incumbent
53-1011.00	1.C.5.a	Dependability	IM	4.56	18	0.18	4.17	4.95	N	06/2007	Incumbent
53-1011.00	1.C.5.b	Attention to Detail	IM	4.17	18	0.18	3.79	4.54	N	06/2007	Incumbent
53-1011.00	1.C.5.c	Integrity	IM	4.22	18	0.21	3.77	4.67	N	06/2007	Incumbent
53-1011.00	1.C.6	Independence	IM	3.72	18	0.18	3.34	4.11	N	06/2007	Incumbent
53-1011.00	1.C.7.a	Innovation	IM	3.28	18	0.22	2.82	3.75	N	06/2007	Incumbent
53-1011.00	1.C.7.b	Analytical Thinking	IM	3.38	18	0.25	2.86	3.91	N	06/2007	Incumbent
53-1021.00	1.C.1.a	Achievement/Effort	IM	3.94	43	0.14	3.64	4.23	N	12/2005	Incumbent
53-1021.00	1.C.1.b	Persistence	IM	4.00	43	0.12	3.76	4.25	N	12/2005	Incumbent
53-1021.00	1.C.1.c	Initiative	IM	4.02	43	0.15	3.71	4.33	N	12/2005	Incumbent
53-1021.00	1.C.2.b	Leadership	IM	4.27	43	0.20	3.87	4.68	N	12/2005	Incumbent
53-1021.00	1.C.3.a	Cooperation	IM	4.20	41	0.16	3.88	4.53	N	12/2005	Incumbent
53-1021.00	1.C.3.b	Concern for Others	IM	3.67	41	0.18	3.31	4.03	N	12/2005	Incumbent
53-1021.00	1.C.3.c	Social Orientation	IM	3.83	41	0.18	3.47	4.19	N	12/2005	Incumbent
53-1021.00	1.C.4.a	Self Control	IM	4.15	41	0.20	3.74	4.56	N	12/2005	Incumbent
53-1021.00	1.C.4.b	Stress Tolerance	IM	4.29	41	0.16	3.96	4.63	N	12/2005	Incumbent
53-1021.00	1.C.4.c	Adaptability/Flexibility	IM	4.34	41	0.16	4.03	4.66	N	12/2005	Incumbent
53-1021.00	1.C.5.a	Dependability	IM	4.62	41	0.10	4.41	4.82	N	12/2005	Incumbent
53-1021.00	1.C.5.b	Attention to Detail	IM	4.17	41	0.15	3.87	4.47	N	12/2005	Incumbent
53-1021.00	1.C.5.c	Integrity	IM	3.99	43	0.20	3.59	4.40	N	12/2005	Incumbent
53-1021.00	1.C.6	Independence	IM	3.68	43	0.11	3.47	3.90	N	12/2005	Incumbent
53-1021.00	1.C.7.a	Innovation	IM	3.64	43	0.28	3.07	4.20	N	12/2005	Incumbent
53-1021.00	1.C.7.b	Analytical Thinking	IM	3.73	43	0.15	3.44	4.03	N	12/2005	Incumbent
53-1031.00	1.C.1.a	Achievement/Effort	IM	4.06	20	0.29	3.45	4.67	N	12/2005	Incumbent
53-1031.00	1.C.1.b	Persistence	IM	4.33	20	0.15	4.01	4.65	N	12/2005	Incumbent
53-1031.00	1.C.1.c	Initiative	IM	4.55	20	0.18	4.18	4.92	N	12/2005	Incumbent
53-1031.00	1.C.2.b	Leadership	IM	4.61	20	0.14	4.32	4.89	N	12/2005	Incumbent
53-1031.00	1.C.3.a	Cooperation	IM	4.21	20	0.17	3.85	4.56	N	12/2005	Incumbent
53-1031.00	1.C.3.b	Concern for Others	IM	3.92	20	0.30	3.28	4.56	N	12/2005	Incumbent
53-1031.00	1.C.3.c	Social Orientation	IM	3.99	20	0.32	3.32	4.66	N	12/2005	Incumbent
53-1031.00	1.C.4.a	Self Control	IM	4.53	20	0.23	4.05	5.00	N	12/2005	Incumbent
53-1031.00	1.C.4.b	Stress Tolerance	IM	4.75	20	0.12	4.48	5.00	N	12/2005	Incumbent
53-1031.00	1.C.4.c	Adaptability/Flexibility	IM	4.33	20	0.16	4.00	4.66	N	12/2005	Incumbent
53-1031.00	1.C.5.a	Dependability	IM	4.76	20	0.11	4.53	4.99	N	12/2005	Incumbent
53-1031.00	1.C.5.b	Attention to Detail	IM	4.85	20	0.08	4.67	5.00	N	12/2005	Incumbent
53-1031.00	1.C.5.c	Integrity	IM	4.65	20	0.13	4.38	4.93	N	12/2005	Incumbent
53-1031.00	1.C.6	Independence	IM	3.98	20	0.31	3.33	4.63	N	12/2005	Incumbent
53-1031.00	1.C.7.a	Innovation	IM	3.60	20	0.27	3.04	4.16	N	12/2005	Incumbent
53-1031.00	1.C.7.b	Analytical Thinking	IM	3.96	20	0.21	3.51	4.41	N	12/2005	Incumbent
53-2011.00	1.C.1.a	Achievement/Effort	IM	3.89	47	0.19	3.51	4.27	N	06/2006	Incumbent
53-2011.00	1.C.1.b	Persistence	IM	4.06	47	0.11	3.83	4.28	N	06/2006	Incumbent
53-2011.00	1.C.1.c	Initiative	IM	3.84	47	0.15	3.54	4.14	N	06/2006	Incumbent
53-2011.00	1.C.2.b	Leadership	IM	4.54	47	0.10	4.34	4.74	N	06/2006	Incumbent
53-2011.00	1.C.3.a	Cooperation	IM	4.48	46	0.11	4.27	4.70	N	06/2006	Incumbent
53-2011.00	1.C.3.b	Concern for Others	IM	3.60	46	0.16	3.27	3.92	N	06/2006	Incumbent
53-2011.00	1.C.3.c	Social Orientation	IM	3.79	46	0.23	3.33	4.25	N	06/2006	Incumbent
53-2011.00	1.C.4.a	Self Control	IM	4.69	46	0.08	4.53	4.84	N	06/2006	Incumbent
53-2011.00	1.C.4.b	Stress Tolerance	IM	4.65	46	0.07	4.51	4.79	N	06/2006	Incumbent
53-2011.00	1.C.4.c	Adaptability/Flexibility	IM	4.14	46	0.21	3.72	4.56	N	06/2006	Incumbent
53-2011.00	1.C.5.a	Dependability	IM	4.80	46	0.09	4.61	4.99	N	06/2006	Incumbent
53-2011.00	1.C.5.b	Attention to Detail	IM	4.88	46	0.05	4.78	4.98	N	06/2006	Incumbent
53-2011.00	1.C.5.c	Integrity	IM	4.22	47	0.17	3.88	4.55	N	06/2006	Incumbent
53-2011.00	1.C.6	Independence	IM	3.37	47	0.20	2.97	3.77	N	06/2006	Incumbent
53-2011.00	1.C.7.a	Innovation	IM	2.62	47	0.21	2.20	3.04	N	06/2006	Incumbent
53-2011.00	1.C.7.b	Analytical Thinking	IM	4.36	47	0.09	4.17	4.55	N	06/2006	Incumbent
53-2012.00	1.C.1.a	Achievement/Effort	IM	4.13	25	0.28	3.56	4.70	N	06/2006	Incumbent
53-2012.00	1.C.1.b	Persistence	IM	4.31	25	0.18	3.94	4.69	N	06/2006	Incumbent
53-2012.00	1.C.1.c	Initiative	IM	4.27	25	0.25	3.77	4.78	N	06/2006	Incumbent
53-2012.00	1.C.2.b	Leadership	IM	4.35	25	0.22	3.90	4.79	N	06/2006	Incumbent
53-2012.00	1.C.3.a	Cooperation	IM	4.32	26	0.16	3.98	4.66	N	06/2006	Incumbent
53-2012.00	1.C.3.b	Concern for Others	IM	4.05	26	0.24	3.55	4.55	N	06/2006	Incumbent
53-2012.00	1.C.3.c	Social Orientation	IM	3.50	26	0.37	2.73	4.27	N	06/2006	Incumbent
53-2012.00	1.C.4.a	Self Control	IM	4.66	26	0.13	4.40	4.92	N	06/2006	Incumbent
53-2012.00	1.C.4.b	Stress Tolerance	IM	4.57	26	0.15	4.26	4.89	N	06/2006	Incumbent
53-2012.00	1.C.4.c	Adaptability/Flexibility	IM	4.65	26	0.13	4.38	4.92	N	06/2006	Incumbent
53-2012.00	1.C.5.a	Dependability	IM	4.98	26	0.01	4.95	5.00	N	06/2006	Incumbent
53-2012.00	1.C.5.b	Attention to Detail	IM	4.80	26	0.13	4.53	5.00	N	06/2006	Incumbent
53-2012.00	1.C.5.c	Integrity	IM	4.39	26	0.19	4.00	4.79	N	06/2006	Incumbent
53-2012.00	1.C.6	Independence	IM	3.75	26	0.26	3.23	4.28	N	06/2006	Incumbent
53-2012.00	1.C.7.a	Innovation	IM	3.48	26	0.19	3.08	3.87	N	06/2006	Incumbent
53-2012.00	1.C.7.b	Analytical Thinking	IM	4.52	26	0.20	4.11	4.94	N	06/2006	Incumbent
53-2021.00	1.C.1.a	Achievement/Effort	IM	4.32	30	0.10	4.13	4.52	N	12/2006	Incumbent
53-2021.00	1.C.1.b	Persistence	IM	4.23	30	0.11	4.01	4.45	N	12/2006	Incumbent
53-2021.00	1.C.1.c	Initiative	IM	4.16	30	0.21	3.72	4.60	N	12/2006	Incumbent
53-2021.00	1.C.2.b	Leadership	IM	3.67	30	0.30	3.06	4.28	N	12/2006	Incumbent
53-2021.00	1.C.3.a	Cooperation	IM	4.13	30	0.11	3.90	4.35	N	12/2006	Incumbent
53-2021.00	1.C.3.b	Concern for Others	IM	3.10	30	0.10	2.90	3.31	N	12/2006	Incumbent
53-2021.00	1.C.3.c	Social Orientation	IM	3.47	30	0.22	3.02	3.92	N	12/2006	Incumbent
53-2021.00	1.C.4.a	Self Control	IM	4.26	30	0.13	3.99	4.53	N	12/2006	Incumbent
53-2021.00	1.C.4.b	Stress Tolerance	IM	4.85	30	0.08	4.70	5.00	N	12/2006	Incumbent
53-2021.00	1.C.4.c	Adaptability/Flexibility	IM	4.37	30	0.12	4.13	4.60	N	12/2006	Incumbent
53-2021.00	1.C.5.a	Dependability	IM	4.58	30	0.13	4.31	4.86	N	12/2006	Incumbent
53-2021.00	1.C.5.b	Attention to Detail	IM	4.74	30	0.11	4.51	4.97	N	12/2006	Incumbent
53-2021.00	1.C.5.c	Integrity	IM	3.95	30	0.22	3.49	4.40	N	12/2006	Incumbent
53-2021.00	1.C.6	Independence	IM	3.60	30	0.38	2.82	4.38	N	12/2006	Incumbent
53-2021.00	1.C.7.a	Innovation	IM	3.65	30	0.31	3.03	4.28	N	12/2006	Incumbent
53-2021.00	1.C.7.b	Analytical Thinking	IM	4.07	30	0.23	3.60	4.55	N	12/2006	Incumbent
53-2022.00	1.C.1.a	Achievement/Effort	IM	3.95	16	0.28	3.34	4.55	N	06/2006	Incumbent
53-2022.00	1.C.1.b	Persistence	IM	3.66	16	0.46	2.67	4.64	N	06/2006	Incumbent
53-2022.00	1.C.1.c	Initiative	IM	4.09	16	0.31	3.42	4.76	N	06/2006	Incumbent
