ONET-SOC Code	Item	Response	N	Percent	Date
41-2031.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Construction (15-17)	0	0	3/2003
41-2031.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Manufacturing (20-39)	0	0	3/2003
41-2031.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Transportation, Communication, Electric, Gas, and Sanitary Services (40-49)	0	0	3/2003
41-2031.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Wholesale Trade (50-51)	7	6.9	3/2003
41-2031.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Retail Trade (52-59)	89	88.1	3/2003
41-2031.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Financial, Insurance and Real Estate (60-67)	0	0	3/2003
41-2031.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Services (70-89)	5	5	3/2003
41-2031.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Public Administration (90-97)	0	0	3/2003
41-2031.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Non-Classifiable (99)	0	0	3/2003
41-3021.00	O*NET-SOC Establishment Response Rate	n/a	n/a	54.1	3/2003
41-3021.00	O*NET-SOC Employee Response Rate	n/a	n/a	85.4	3/2003
41-3021.00	O*NET-SOC Case Completeness Rate	n/a	n/a	91.9	3/2003
41-3021.00	Total Completes for O*NET-SOC	n/a	113	n/a	3/2003
41-3021.00	Data Collection Mode	Paper	96	85	3/2003
41-3021.00	Data Collection Mode	Web	17	15	3/2003
41-3021.00	How Long at Current Job	10 Years or More	58	51.3	3/2003
41-3021.00	How Long at Current Job	6-9 Years	12	10.6	3/2003
41-3021.00	How Long at Current Job	1-5 Years	31	27.4	3/2003
41-3021.00	How Long at Current Job	<1 Year	12	10.6	3/2003
41-3021.00	How Long at Current Job	Missing	0	0	3/2003
41-3021.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Agriculture, Forestry, Fishing (01-09)	0	0	3/2003
41-3021.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Mining (10-14)	0	0	3/2003
41-3021.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Construction (15-17)	0	0	3/2003
41-3021.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Manufacturing (20-39)	0	0	3/2003
41-3021.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Transportation, Communication, Electric, Gas, and Sanitary Services (40-49)	0	0	3/2003
41-3021.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Wholesale Trade (50-51)	0	0	3/2003
41-3021.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Retail Trade (52-59)	0	0	3/2003
41-3021.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Financial, Insurance and Real Estate (60-67)	113	100	3/2003
41-3021.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Services (70-89)	0	0	3/2003
41-3021.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Public Administration (90-97)	0	0	3/2003
41-3021.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Non-Classifiable (99)	0	0	3/2003
41-3041.00	O*NET-SOC Establishment Response Rate	n/a	n/a	66.7	3/2003
41-3041.00	O*NET-SOC Employee Response Rate	n/a	n/a	73.7	3/2003
41-3041.00	O*NET-SOC Case Completeness Rate	n/a	n/a	93.7	3/2003
41-3041.00	Total Completes for O*NET-SOC	n/a	74	n/a	3/2003
41-3041.00	Data Collection Mode	Paper	73	98.6	3/2003
41-3041.00	Data Collection Mode	Web	1	1.4	3/2003
41-3041.00	How Long at Current Job	10 Years or More	34	45.9	3/2003
41-3041.00	How Long at Current Job	6-9 Years	13	17.6	3/2003
41-3041.00	How Long at Current Job	1-5 Years	24	32.4	3/2003
41-3041.00	How Long at Current Job	<1 Year	1	1.4	3/2003
41-3041.00	How Long at Current Job	Missing	2	2.7	3/2003
41-3041.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Agriculture, Forestry, Fishing (01-09)	0	0	3/2003
41-3041.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Mining (10-14)	0	0	3/2003
41-3041.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Construction (15-17)	0	0	3/2003
41-3041.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Manufacturing (20-39)	0	0	3/2003
41-3041.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Transportation, Communication, Electric, Gas, and Sanitary Services (40-49)	74	100	3/2003
41-3041.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Wholesale Trade (50-51)	0	0	3/2003
41-3041.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Retail Trade (52-59)	0	0	3/2003
41-3041.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Financial, Insurance and Real Estate (60-67)	0	0	3/2003
41-3041.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Services (70-89)	0	0	3/2003
41-3041.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Public Administration (90-97)	0	0	3/2003
41-3041.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Non-Classifiable (99)	0	0	3/2003
43-4171.00	O*NET-SOC Establishment Response Rate	n/a	n/a	63.8	3/2003
43-4171.00	O*NET-SOC Employee Response Rate	n/a	n/a	75.3	3/2003
43-4171.00	O*NET-SOC Case Completeness Rate	n/a	n/a	88.2	3/2003
43-4171.00	Total Completes for O*NET-SOC	n/a	194	n/a	3/2003
43-4171.00	Data Collection Mode	Paper	171	88.1	3/2003
43-4171.00	Data Collection Mode	Web	23	11.9	3/2003
43-4171.00	How Long at Current Job	10 Years or More	32	16.5	3/2003
43-4171.00	How Long at Current Job	6-9 Years	22	11.3	3/2003
43-4171.00	How Long at Current Job	1-5 Years	98	50.5	3/2003
43-4171.00	How Long at Current Job	<1 Year	41	21.1	3/2003
43-4171.00	How Long at Current Job	Missing	1	.5	3/2003
43-4171.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Agriculture, Forestry, Fishing (01-09)	2	1	3/2003
43-4171.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Mining (10-14)	0	0	3/2003
43-4171.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Construction (15-17)	1	.5	3/2003
43-4171.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Manufacturing (20-39)	3	1.5	3/2003
43-4171.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Transportation, Communication, Electric, Gas, and Sanitary Services (40-49)	9	4.6	3/2003
43-4171.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Wholesale Trade (50-51)	11	5.7	3/2003
43-4171.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Retail Trade (52-59)	5	2.6	3/2003
43-4171.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Financial, Insurance and Real Estate (60-67)	30	15.5	3/2003
43-4171.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Services (70-89)	112	57.7	3/2003
43-4171.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Public Administration (90-97)	21	10.8	3/2003
43-4171.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Non-Classifiable (99)	0	0	3/2003
43-6012.00	O*NET-SOC Establishment Response Rate	n/a	n/a	57.8	3/2003
43-6012.00	O*NET-SOC Employee Response Rate	n/a	n/a	83.3	3/2003
43-6012.00	O*NET-SOC Case Completeness Rate	n/a	n/a	93.9	3/2003
43-6012.00	Total Completes for O*NET-SOC	n/a	77	n/a	3/2003
43-6012.00	Data Collection Mode	Paper	68	88.3	3/2003
43-6012.00	Data Collection Mode	Web	9	11.7	3/2003
43-6012.00	How Long at Current Job	10 Years or More	47	61	3/2003
43-6012.00	How Long at Current Job	6-9 Years	10	13	3/2003
43-6012.00	How Long at Current Job	1-5 Years	11	14.3	3/2003
43-6012.00	How Long at Current Job	<1 Year	9	11.7	3/2003
43-6012.00	How Long at Current Job	Missing	0	0	3/2003
43-6012.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Agriculture, Forestry, Fishing (01-09)	0	0	3/2003
43-6012.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Mining (10-14)	0	0	3/2003
43-6012.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Construction (15-17)	0	0	3/2003
43-6012.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Manufacturing (20-39)	0	0	3/2003
43-6012.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Transportation, Communication, Electric, Gas, and Sanitary Services (40-49)	0	0	3/2003
43-6012.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Wholesale Trade (50-51)	0	0	3/2003
43-6012.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Retail Trade (52-59)	0	0	3/2003
43-6012.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Financial, Insurance and Real Estate (60-67)	0	0	3/2003
43-6012.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Services (70-89)	77	100	3/2003
43-6012.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Public Administration (90-97)	0	0	3/2003
43-6012.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Non-Classifiable (99)	0	0	3/2003
43-6013.00	O*NET-SOC Establishment Response Rate	n/a	n/a	63.8	3/2003
43-6013.00	O*NET-SOC Employee Response Rate	n/a	n/a	75.6	3/2003
43-6013.00	O*NET-SOC Case Completeness Rate	n/a	n/a	96.8	3/2003
43-6013.00	Total Completes for O*NET-SOC	n/a	90	n/a	3/2003
43-6013.00	Data Collection Mode	Paper	82	91.1	3/2003
43-6013.00	Data Collection Mode	Web	8	8.9	3/2003
43-6013.00	How Long at Current Job	10 Years or More	23	25.6	3/2003
43-6013.00	How Long at Current Job	6-9 Years	18	20	3/2003
43-6013.00	How Long at Current Job	1-5 Years	38	42.2	3/2003
43-6013.00	How Long at Current Job	<1 Year	11	12.2	3/2003
43-6013.00	How Long at Current Job	Missing	0	0	3/2003
43-6013.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Agriculture, Forestry, Fishing (01-09)	0	0	3/2003
43-6013.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Mining (10-14)	0	0	3/2003
43-6013.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Construction (15-17)	0	0	3/2003
43-6013.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Manufacturing (20-39)	0	0	3/2003
43-6013.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Transportation, Communication, Electric, Gas, and Sanitary Services (40-49)	0	0	3/2003
43-6013.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Wholesale Trade (50-51)	0	0	3/2003
43-6013.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Retail Trade (52-59)	0	0	3/2003
43-6013.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Financial, Insurance and Real Estate (60-67)	0	0	3/2003
43-6013.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Services (70-89)	90	100	3/2003
43-6013.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Public Administration (90-97)	0	0	3/2003
43-6013.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Non-Classifiable (99)	0	0	3/2003
43-9022.00	O*NET-SOC Establishment Response Rate	n/a	n/a	68.3	3/2003
43-9022.00	O*NET-SOC Employee Response Rate	n/a	n/a	76.8	3/2003
43-9022.00	O*NET-SOC Case Completeness Rate	n/a	n/a	82.4	3/2003
43-9022.00	Total Completes for O*NET-SOC	n/a	98	n/a	3/2003
43-9022.00	Data Collection Mode	Paper	93	94.9	3/2003
43-9022.00	Data Collection Mode	Web	5	5.1	3/2003
43-9022.00	How Long at Current Job	10 Years or More	26	26.5	3/2003
43-9022.00	How Long at Current Job	6-9 Years	16	16.3	3/2003
43-9022.00	How Long at Current Job	1-5 Years	38	38.8	3/2003
43-9022.00	How Long at Current Job	<1 Year	18	18.4	3/2003
43-9022.00	How Long at Current Job	Missing	0	0	3/2003
43-9022.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Agriculture, Forestry, Fishing (01-09)	0	0	3/2003
43-9022.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Mining (10-14)	0	0	3/2003
43-9022.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Construction (15-17)	0	0	3/2003
43-9022.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Manufacturing (20-39)	0	0	3/2003
43-9022.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Transportation, Communication, Electric, Gas, and Sanitary Services (40-49)	0	0	3/2003
43-9022.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Wholesale Trade (50-51)	1	1	3/2003
43-9022.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Retail Trade (52-59)	0	0	3/2003
43-9022.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Financial, Insurance and Real Estate (60-67)	15	15.3	3/2003
43-9022.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Services (70-89)	36	36.7	3/2003
43-9022.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Public Administration (90-97)	46	46.9	3/2003
43-9022.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Non-Classifiable (99)	0	0	3/2003
43-9041.02	O*NET-SOC Establishment Response Rate	n/a	n/a	53.3	3/2003
43-9041.02	O*NET-SOC Employee Response Rate	n/a	n/a	71.4	3/2003
43-9041.02	O*NET-SOC Case Completeness Rate	n/a	n/a	83	3/2003
43-9041.02	Total Completes for O*NET-SOC	n/a	73	n/a	3/2003
43-9041.02	Data Collection Mode	Paper	54	74	3/2003
43-9041.02	Data Collection Mode	Web	19	26	3/2003
43-9041.02	How Long at Current Job	10 Years or More	30	41.1	3/2003
43-9041.02	How Long at Current Job	6-9 Years	5	6.8	3/2003
43-9041.02	How Long at Current Job	1-5 Years	32	43.8	3/2003
43-9041.02	How Long at Current Job	<1 Year	6	8.2	3/2003
43-9041.02	How Long at Current Job	Missing	0	0	3/2003
43-9041.02	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Agriculture, Forestry, Fishing (01-09)	0	0	3/2003
43-9041.02	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Mining (10-14)	0	0	3/2003
43-9041.02	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Construction (15-17)	0	0	3/2003
43-9041.02	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Manufacturing (20-39)	0	0	3/2003
43-9041.02	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Transportation, Communication, Electric, Gas, and Sanitary Services (40-49)	0	0	3/2003
43-9041.02	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Wholesale Trade (50-51)	0	0	3/2003
43-9041.02	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Retail Trade (52-59)	0	0	3/2003
43-9041.02	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Financial, Insurance and Real Estate (60-67)	73	100	3/2003
43-9041.02	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Services (70-89)	0	0	3/2003
43-9041.02	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Public Administration (90-97)	0	0	3/2003
43-9041.02	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Non-Classifiable (99)	0	0	3/2003
43-9061.00	O*NET-SOC Establishment Response Rate	n/a	n/a	68.5	3/2003
43-9061.00	O*NET-SOC Employee Response Rate	n/a	n/a	76.2	3/2003
43-9061.00	O*NET-SOC Case Completeness Rate	n/a	n/a	87	3/2003
43-9061.00	Total Completes for O*NET-SOC	n/a	241	n/a	3/2003
43-9061.00	Data Collection Mode	Paper	215	89.2	3/2003
43-9061.00	Data Collection Mode	Web	26	10.8	3/2003
43-9061.00	How Long at Current Job	10 Years or More	67	27.8	3/2003
43-9061.00	How Long at Current Job	6-9 Years	32	13.3	3/2003
43-9061.00	How Long at Current Job	1-5 Years	101	41.9	3/2003
43-9061.00	How Long at Current Job	<1 Year	41	17	3/2003
43-9061.00	How Long at Current Job	Missing	0	0	3/2003
43-9061.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Agriculture, Forestry, Fishing (01-09)	1	.4	3/2003
43-9061.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Mining (10-14)	0	0	3/2003
43-9061.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Construction (15-17)	13	5.4	3/2003
43-9061.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Manufacturing (20-39)	17	7.1	3/2003
43-9061.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Transportation, Communication, Electric, Gas, and Sanitary Services (40-49)	12	5	3/2003
43-9061.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Wholesale Trade (50-51)	9	3.7	3/2003
43-9061.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Retail Trade (52-59)	13	5.4	3/2003
43-9061.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Financial, Insurance and Real Estate (60-67)	38	15.8	3/2003
43-9061.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Services (70-89)	59	24.5	3/2003
43-9061.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Public Administration (90-97)	79	32.8	3/2003
43-9061.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Non-Classifiable (99)	0	0	3/2003
47-2031.01	O*NET-SOC Establishment Response Rate	n/a	n/a	63.9	3/2003
47-2031.01	O*NET-SOC Employee Response Rate	n/a	n/a	47.5	3/2003
47-2031.01	O*NET-SOC Case Completeness Rate	n/a	n/a	84	3/2003
47-2031.01	Total Completes for O*NET-SOC	n/a	84	n/a	3/2003
47-2031.01	Data Collection Mode	Paper	74	88.1	3/2003
47-2031.01	Data Collection Mode	Web	10	11.9	3/2003
47-2031.01	How Long at Current Job	10 Years or More	27	32.1	3/2003
47-2031.01	How Long at Current Job	6-9 Years	13	15.5	3/2003
47-2031.01	How Long at Current Job	1-5 Years	35	41.7	3/2003
47-2031.01	How Long at Current Job	<1 Year	9	10.7	3/2003
47-2031.01	How Long at Current Job	Missing	0	0	3/2003
47-2031.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Agriculture, Forestry, Fishing (01-09)	0	0	3/2003
47-2031.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Mining (10-14)	0	0	3/2003
47-2031.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Construction (15-17)	66	78.6	3/2003
47-2031.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Manufacturing (20-39)	15	17.9	3/2003
47-2031.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Transportation, Communication, Electric, Gas, and Sanitary Services (40-49)	0	0	3/2003
47-2031.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Wholesale Trade (50-51)	0	0	3/2003
47-2031.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Retail Trade (52-59)	0	0	3/2003
47-2031.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Financial, Insurance and Real Estate (60-67)	0	0	3/2003
47-2031.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Services (70-89)	3	3.6	3/2003
47-2031.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Public Administration (90-97)	0	0	3/2003
47-2031.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Non-Classifiable (99)	0	0	3/2003
47-4011.00	O*NET-SOC Establishment Response Rate	n/a	n/a	63.5	3/2003
47-4011.00	O*NET-SOC Employee Response Rate	n/a	n/a	55.7	3/2003
47-4011.00	O*NET-SOC Case Completeness Rate	n/a	n/a	89.2	3/2003
47-4011.00	Total Completes for O*NET-SOC	n/a	83	n/a	3/2003
47-4011.00	Data Collection Mode	Paper	78	94	3/2003
47-4011.00	Data Collection Mode	Web	5	6	3/2003
47-4011.00	How Long at Current Job	10 Years or More	40	48.2	3/2003
47-4011.00	How Long at Current Job	6-9 Years	13	15.7	3/2003
47-4011.00	How Long at Current Job	1-5 Years	20	24.1	3/2003
47-4011.00	How Long at Current Job	<1 Year	10	12	3/2003
47-4011.00	How Long at Current Job	Missing	0	0	3/2003
47-4011.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Agriculture, Forestry, Fishing (01-09)	0	0	3/2003
47-4011.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Mining (10-14)	0	0	3/2003
47-4011.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Construction (15-17)	10	12	3/2003
47-4011.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Manufacturing (20-39)	0	0	3/2003
47-4011.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Transportation, Communication, Electric, Gas, and Sanitary Services (40-49)	0	0	3/2003
47-4011.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Wholesale Trade (50-51)	0	0	3/2003
47-4011.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Retail Trade (52-59)	0	0	3/2003
47-4011.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Financial, Insurance and Real Estate (60-67)	0	0	3/2003
47-4011.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Services (70-89)	37	44.6	3/2003
47-4011.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Public Administration (90-97)	36	43.4	3/2003
47-4011.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Non-Classifiable (99)	0	0	3/2003
49-2094.00	O*NET-SOC Establishment Response Rate	n/a	n/a	63.9	3/2003
49-2094.00	O*NET-SOC Employee Response Rate	n/a	n/a	75.4	3/2003
49-2094.00	O*NET-SOC Case Completeness Rate	n/a	n/a	93.3	3/2003
49-2094.00	Total Completes for O*NET-SOC	n/a	83	n/a	3/2003
49-2094.00	Data Collection Mode	Paper	72	86.7	3/2003
49-2094.00	Data Collection Mode	Web	11	13.3	3/2003
49-2094.00	How Long at Current Job	10 Years or More	40	48.2	3/2003
49-2094.00	How Long at Current Job	6-9 Years	11	13.3	3/2003
49-2094.00	How Long at Current Job	1-5 Years	23	27.7	3/2003
49-2094.00	How Long at Current Job	<1 Year	9	10.8	3/2003
49-2094.00	How Long at Current Job	Missing	0	0	3/2003
49-2094.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Agriculture, Forestry, Fishing (01-09)	0	0	3/2003
49-2094.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Mining (10-14)	0	0	3/2003
49-2094.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Construction (15-17)	2	2.4	3/2003
49-2094.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Manufacturing (20-39)	15	18.1	3/2003
49-2094.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Transportation, Communication, Electric, Gas, and Sanitary Services (40-49)	30	36.1	3/2003
49-2094.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Wholesale Trade (50-51)	8	9.6	3/2003
49-2094.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Retail Trade (52-59)	0	0	3/2003
49-2094.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Financial, Insurance and Real Estate (60-67)	0	0	3/2003
49-2094.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Services (70-89)	15	18.1	3/2003
49-2094.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Public Administration (90-97)	13	15.7	3/2003
49-2094.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Non-Classifiable (99)	0	0	3/2003
49-9021.01	O*NET-SOC Establishment Response Rate	n/a	n/a	63.1	3/2003
49-9021.01	O*NET-SOC Employee Response Rate	n/a	n/a	57	3/2003
49-9021.01	O*NET-SOC Case Completeness Rate	n/a	n/a	87.8	3/2003
49-9021.01	Total Completes for O*NET-SOC	n/a	86	n/a	3/2003
49-9021.01	Data Collection Mode	Paper	79	91.9	3/2003
49-9021.01	Data Collection Mode	Web	7	8.1	3/2003
49-9021.01	How Long at Current Job	10 Years or More	53	61.6	3/2003
49-9021.01	How Long at Current Job	6-9 Years	8	9.3	3/2003
49-9021.01	How Long at Current Job	1-5 Years	19	22.1	3/2003
49-9021.01	How Long at Current Job	<1 Year	5	5.8	3/2003
49-9021.01	How Long at Current Job	Missing	1	1.2	3/2003
49-9021.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Agriculture, Forestry, Fishing (01-09)	0	0	3/2003
49-9021.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Mining (10-14)	0	0	3/2003
49-9021.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Construction (15-17)	52	60.5	3/2003
49-9021.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Manufacturing (20-39)	5	5.8	3/2003
49-9021.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Transportation, Communication, Electric, Gas, and Sanitary Services (40-49)	1	1.2	3/2003
49-9021.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Wholesale Trade (50-51)	11	12.8	3/2003
49-9021.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Retail Trade (52-59)	0	0	3/2003
49-9021.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Financial, Insurance and Real Estate (60-67)	1	1.2	3/2003
49-9021.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Services (70-89)	15	17.4	3/2003
49-9021.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Public Administration (90-97)	1	1.2	3/2003
49-9021.01	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Non-Classifiable (99)	0	0	3/2003
51-8031.00	O*NET-SOC Establishment Response Rate	n/a	n/a	70.5	3/2003
51-8031.00	O*NET-SOC Employee Response Rate	n/a	n/a	62.3	3/2003
51-8031.00	O*NET-SOC Case Completeness Rate	n/a	n/a	82.7	3/2003
51-8031.00	Total Completes for O*NET-SOC	n/a	62	n/a	3/2003
51-8031.00	Data Collection Mode	Paper	56	90.3	3/2003
51-8031.00	Data Collection Mode	Web	6	9.7	3/2003
51-8031.00	How Long at Current Job	10 Years or More	35	56.5	3/2003
51-8031.00	How Long at Current Job	6-9 Years	11	17.7	3/2003
51-8031.00	How Long at Current Job	1-5 Years	14	22.6	3/2003
51-8031.00	How Long at Current Job	<1 Year	2	3.2	3/2003
51-8031.00	How Long at Current Job	Missing	0	0	3/2003
51-8031.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Agriculture, Forestry, Fishing (01-09)	0	0	3/2003
51-8031.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Mining (10-14)	0	0	3/2003
51-8031.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Construction (15-17)	0	0	3/2003
51-8031.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Manufacturing (20-39)	8	12.9	3/2003
51-8031.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Transportation, Communication, Electric, Gas, and Sanitary Services (40-49)	18	29	3/2003
51-8031.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Wholesale Trade (50-51)	0	0	3/2003
51-8031.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Retail Trade (52-59)	0	0	3/2003
51-8031.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Financial, Insurance and Real Estate (60-67)	0	0	3/2003
51-8031.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Services (70-89)	0	0	3/2003
51-8031.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Public Administration (90-97)	36	58.1	3/2003
51-8031.00	Industry Division (Major Group Codes (SIC) within Division in parentheses)	Non-Classifiable (99)	0	0	3/2003
