O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	Date	Domain Source
51-4041.00	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4041.00	1.B.1.h	Second Interest High-Point	IH	2	3/2002	Legacy Analyst
51-4041.00	1.B.1.i	Third Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4051.00	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4051.00	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4051.00	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4051.00	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4051.00	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4051.00	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
51-4051.00	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4051.00	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4051.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4052.00	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4052.00	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4052.00	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4052.00	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4052.00	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4052.00	1.B.1.f	Conventional	OI	3	3/2002	Legacy Analyst
51-4052.00	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4052.00	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4052.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4061.00	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4061.00	1.B.1.b	Investigative	OI	3.33	3/2002	Legacy Analyst
51-4061.00	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4061.00	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4061.00	1.B.1.e	Enterprising	OI	2.33	3/2002	Legacy Analyst
51-4061.00	1.B.1.f	Conventional	OI	3.66	3/2002	Legacy Analyst
51-4061.00	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4061.00	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4061.00	1.B.1.i	Third Interest High-Point	IH	2	3/2002	Legacy Analyst
51-4062.00	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4062.00	1.B.1.b	Investigative	OI	2.33	3/2002	Legacy Analyst
51-4062.00	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4062.00	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4062.00	1.B.1.e	Enterprising	OI	2.33	3/2002	Legacy Analyst
51-4062.00	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
51-4062.00	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4062.00	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4062.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4071.00	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4071.00	1.B.1.b	Investigative	OI	2.66	3/2002	Legacy Analyst
51-4071.00	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
51-4071.00	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4071.00	1.B.1.e	Enterprising	OI	2.33	3/2002	Legacy Analyst
51-4071.00	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
51-4071.00	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4071.00	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4071.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4072.01	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4072.01	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4072.01	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4072.01	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4072.01	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4072.01	1.B.1.f	Conventional	OI	3	3/2002	Legacy Analyst
51-4072.01	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4072.01	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4072.01	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4072.02	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4072.02	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4072.02	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4072.02	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4072.02	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4072.02	1.B.1.f	Conventional	OI	3	3/2002	Legacy Analyst
51-4072.02	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4072.02	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4072.02	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4072.03	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4072.03	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4072.03	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4072.03	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4072.03	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4072.03	1.B.1.f	Conventional	OI	3	3/2002	Legacy Analyst
51-4072.03	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4072.03	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4072.03	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4072.04	1.B.1.a	Realistic	OI	6.33	3/2002	Legacy Analyst
51-4072.04	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4072.04	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4072.04	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4072.04	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4072.04	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
51-4072.04	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4072.04	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4072.04	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4072.05	1.B.1.a	Realistic	OI	6.33	3/2002	Legacy Analyst
51-4072.05	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4072.05	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
51-4072.05	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4072.05	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4072.05	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
51-4072.05	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4072.05	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4072.05	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4081.01	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4081.01	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4081.01	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4081.01	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4081.01	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4081.01	1.B.1.f	Conventional	OI	3	3/2002	Legacy Analyst
51-4081.01	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4081.01	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4081.01	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4081.02	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4081.02	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4081.02	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4081.02	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4081.02	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4081.02	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
51-4081.02	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4081.02	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4081.02	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4111.00	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4111.00	1.B.1.b	Investigative	OI	3	3/2002	Legacy Analyst
51-4111.00	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4111.00	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4111.00	1.B.1.e	Enterprising	OI	2.33	3/2002	Legacy Analyst
51-4111.00	1.B.1.f	Conventional	OI	3.66	3/2002	Legacy Analyst
51-4111.00	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4111.00	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4111.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4121.01	1.B.1.a	Realistic	OI	6.33	3/2002	Legacy Analyst
51-4121.01	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4121.01	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4121.01	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4121.01	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4121.01	1.B.1.f	Conventional	OI	2.66	3/2002	Legacy Analyst
51-4121.01	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4121.01	1.B.1.h	Second Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4121.01	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4121.02	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4121.02	1.B.1.b	Investigative	OI	2.33	3/2002	Legacy Analyst
51-4121.02	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4121.02	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4121.02	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4121.02	1.B.1.f	Conventional	OI	3.66	3/2002	Legacy Analyst
51-4121.02	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4121.02	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4121.02	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4121.03	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4121.03	1.B.1.b	Investigative	OI	4.33	3/2002	Legacy Analyst
51-4121.03	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
51-4121.03	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4121.03	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4121.03	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
51-4121.03	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4121.03	1.B.1.h	Second Interest High-Point	IH	2	3/2002	Legacy Analyst
51-4121.03	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4121.04	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4121.04	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4121.04	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4121.04	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4121.04	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4121.04	1.B.1.f	Conventional	OI	3	3/2002	Legacy Analyst
51-4121.04	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4121.04	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4121.04	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4121.05	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4121.05	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4121.05	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4121.05	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4121.05	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4121.05	1.B.1.f	Conventional	OI	3	3/2002	Legacy Analyst
51-4121.05	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4121.05	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4121.05	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4122.01	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4122.01	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4122.01	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4122.01	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4122.01	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4122.01	1.B.1.f	Conventional	OI	3.66	3/2002	Legacy Analyst
51-4122.01	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4122.01	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4122.01	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4122.02	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4122.02	1.B.1.b	Investigative	OI	2.33	3/2002	Legacy Analyst
51-4122.02	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4122.02	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4122.02	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4122.02	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
51-4122.02	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4122.02	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4122.02	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4122.03	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4122.03	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4122.03	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4122.03	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4122.03	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4122.03	1.B.1.f	Conventional	OI	3.66	3/2002	Legacy Analyst
51-4122.03	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4122.03	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4122.03	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4122.04	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4122.04	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4122.04	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4122.04	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4122.04	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4122.04	1.B.1.f	Conventional	OI	3.66	3/2002	Legacy Analyst
51-4122.04	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4122.04	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4122.04	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4191.01	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4191.01	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4191.01	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4191.01	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4191.01	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4191.01	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
51-4191.01	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4191.01	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4191.01	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4191.02	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4191.02	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4191.02	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4191.02	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4191.02	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4191.02	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
51-4191.02	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4191.02	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4191.02	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4191.03	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4191.03	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4191.03	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4191.03	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4191.03	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4191.03	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
51-4191.03	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4191.03	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4191.03	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4192.00	1.B.1.a	Realistic	OI	6.33	3/2002	Legacy Analyst
51-4192.00	1.B.1.b	Investigative	OI	2.33	3/2002	Legacy Analyst
51-4192.00	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4192.00	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4192.00	1.B.1.e	Enterprising	OI	2.33	3/2002	Legacy Analyst
51-4192.00	1.B.1.f	Conventional	OI	4	3/2002	Legacy Analyst
51-4192.00	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4192.00	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4192.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4193.01	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4193.01	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4193.01	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4193.01	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4193.01	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4193.01	1.B.1.f	Conventional	OI	3	3/2002	Legacy Analyst
51-4193.01	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4193.01	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4193.01	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4193.02	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4193.02	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4193.02	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4193.02	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4193.02	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4193.02	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
51-4193.02	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4193.02	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4193.02	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4193.03	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4193.03	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4193.03	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4193.03	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4193.03	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4193.03	1.B.1.f	Conventional	OI	3	3/2002	Legacy Analyst
51-4193.03	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4193.03	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4193.03	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4193.04	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4193.04	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4193.04	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4193.04	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4193.04	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-4193.04	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
51-4193.04	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4193.04	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4193.04	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-4194.00	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
51-4194.00	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-4194.00	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
51-4194.00	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-4194.00	1.B.1.e	Enterprising	OI	2.33	3/2002	Legacy Analyst
51-4194.00	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
51-4194.00	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-4194.00	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-4194.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-5011.01	1.B.1.a	Realistic	OI	6.33	3/2002	Legacy Analyst
51-5011.01	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-5011.01	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
51-5011.01	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-5011.01	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-5011.01	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
51-5011.01	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-5011.01	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-5011.01	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-5011.02	1.B.1.a	Realistic	OI	6.33	3/2002	Legacy Analyst
51-5011.02	1.B.1.b	Investigative	OI	2.33	3/2002	Legacy Analyst
51-5011.02	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
51-5011.02	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-5011.02	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
51-5011.02	1.B.1.f	Conventional	OI	3.66	3/2002	Legacy Analyst
51-5011.02	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-5011.02	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-5011.02	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-5012.00	1.B.1.a	Realistic	OI	6.33	3/2002	Legacy Analyst
51-5012.00	1.B.1.b	Investigative	OI	2.33	3/2002	Legacy Analyst
51-5012.00	1.B.1.c	Artistic	OI	3.66	3/2002	Legacy Analyst
51-5012.00	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-5012.00	1.B.1.e	Enterprising	OI	2.33	3/2002	Legacy Analyst
51-5012.00	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
51-5012.00	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-5012.00	1.B.1.h	Second Interest High-Point	IH	3	3/2002	Legacy Analyst
51-5012.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-5021.00	1.B.1.a	Realistic	OI	6	3/2002	Legacy Analyst
51-5021.00	1.B.1.b	Investigative	OI	2.33	3/2002	Legacy Analyst
51-5021.00	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
51-5021.00	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-5021.00	1.B.1.e	Enterprising	OI	2.66	3/2002	Legacy Analyst
51-5021.00	1.B.1.f	Conventional	OI	5	3/2002	Legacy Analyst
51-5021.00	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-5021.00	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-5021.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-5022.01	1.B.1.a	Realistic	OI	6.33	3/2002	Legacy Analyst
51-5022.01	1.B.1.b	Investigative	OI	2.33	3/2002	Legacy Analyst
51-5022.01	1.B.1.c	Artistic	OI	2.66	3/2002	Legacy Analyst
51-5022.01	1.B.1.d	Social	OI	2.33	3/2002	Legacy Analyst
51-5022.01	1.B.1.e	Enterprising	OI	3.33	3/2002	Legacy Analyst
51-5022.01	1.B.1.f	Conventional	OI	5.33	3/2002	Legacy Analyst
51-5022.01	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-5022.01	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-5022.01	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-5022.02	1.B.1.a	Realistic	OI	6	3/2002	Legacy Analyst
51-5022.02	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
51-5022.02	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
51-5022.02	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
51-5022.02	1.B.1.e	Enterprising	OI	2.33	3/2002	Legacy Analyst
51-5022.02	1.B.1.f	Conventional	OI	4.33	3/2002	Legacy Analyst
51-5022.02	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
51-5022.02	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
51-5022.02	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
51-5022.03	1.B.1.a	Realistic	OI	6.33	3/2002	Legacy Analyst
