O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
43-9061.00	1.C.1.a	Achievement/Effort	IM	3.45	52	.21	3.08	3.92	N	3/2003	Incumbent
43-9061.00	1.C.1.b	Persistence	IM	3.61	52	.2	3.2	4	N	3/2003	Incumbent
43-9061.00	1.C.1.c	Initiative	IM	4	52	.17	3.66	4.34	N	3/2003	Incumbent
43-9061.00	1.C.2.b	Leadership	IM	3.53	52	.2	3.1	3.9	N	3/2003	Incumbent
43-9061.00	1.C.3.a	Cooperation	IM	4.6	51	.11	4.38	4.82	N	3/2003	Incumbent
43-9061.00	1.C.3.b	Concern for Others	IM	4.35	52	.14	4.02	4.58	N	3/2003	Incumbent
43-9061.00	1.C.3.c	Social Orientation	IM	3.7	52	.19	3.32	4.08	N	3/2003	Incumbent
43-9061.00	1.C.4.a	Self Control	IM	4.2	52	.16	3.88	4.52	N	3/2003	Incumbent
43-9061.00	1.C.4.b	Stress Tolerance	IM	4.1	52	.17	3.76	4.44	N	3/2003	Incumbent
43-9061.00	1.C.4.c	Adaptability/Flexibility	IM	3.68	52	.2	3.3	4.1	N	3/2003	Incumbent
43-9061.00	1.C.5.a	Dependability	IM	4.58	52	.11	4.38	4.82	N	3/2003	Incumbent
43-9061.00	1.C.5.b	Attention to Detail	IM	4.46	52	.13	4.24	4.76	N	3/2003	Incumbent
43-9061.00	1.C.5.c	Integrity	IM	4.51	52	.12	4.26	4.74	N	3/2003	Incumbent
43-9061.00	1.C.6	Independence	IM	4.2	52	.16	3.88	4.52	N	3/2003	Incumbent
43-9061.00	1.C.7.a	Innovation	IM	3.25	52	.22	2.86	3.74	N	3/2003	Incumbent
43-9061.00	1.C.7.b	Analytical Thinking	IM	3.36	52	.21	2.98	3.82	N	3/2003	Incumbent
47-2031.01	1.C.1.a	Achievement/Effort	IM	3.74	24	.27	3.14	4.26	N	3/2003	Incumbent
47-2031.01	1.C.1.b	Persistence	IM	4.28	24	.21	3.87	4.73	N	3/2003	Incumbent
47-2031.01	1.C.1.c	Initiative	IM	3.96	25	.25	3.48	4.52	N	3/2003	Incumbent
47-2031.01	1.C.2.b	Leadership	IM	3.42	25	.29	2.8	4	N	3/2003	Incumbent
47-2031.01	1.C.3.a	Cooperation	IM	4.23	25	.21	3.77	4.63	N	3/2003	Incumbent
47-2031.01	1.C.3.b	Concern for Others	IM	3.44	25	.29	2.8	4	N	3/2003	Incumbent
47-2031.01	1.C.3.c	Social Orientation	IM	2.84	25	.32	2.14	3.46	N	3/2003	Incumbent
47-2031.01	1.C.4.a	Self Control	IM	3.96	25	.25	3.48	4.52	N	3/2003	Incumbent
47-2031.01	1.C.4.b	Stress Tolerance	IM	3.93	25	.25	3.38	4.42	N	3/2003	Incumbent
47-2031.01	1.C.4.c	Adaptability/Flexibility	IM	4.05	25	.24	3.6	4.6	N	3/2003	Incumbent
47-2031.01	1.C.5.a	Dependability	IM	4.36	25	.2	3.99	4.81	N	3/2003	Incumbent
47-2031.01	1.C.5.b	Attention to Detail	IM	4.53	25	.17	4.15	4.85	N	3/2003	Incumbent
47-2031.01	1.C.5.c	Integrity	IM	4.16	25	.22	3.75	4.65	N	3/2003	Incumbent
47-2031.01	1.C.6	Independence	IM	3.95	25	.25	3.38	4.42	N	3/2003	Incumbent
47-2031.01	1.C.7.a	Innovation	IM	3.97	25	.25	3.48	4.52	N	3/2003	Incumbent
47-2031.01	1.C.7.b	Analytical Thinking	IM	4.01	25	.24	3.5	4.5	N	3/2003	Incumbent
47-4011.00	1.C.1.a	Achievement/Effort	IM	3.19	17	.37	2.42	3.98	N	3/2003	Incumbent
47-4011.00	1.C.1.b	Persistence	IM	3.25	17	.37	2.52	4.08	N	3/2003	Incumbent
47-4011.00	1.C.1.c	Initiative	IM	3.5	17	.35	2.76	4.24	N	3/2003	Incumbent
47-4011.00	1.C.2.b	Leadership	IM	3.57	16	.36	2.83	4.37	N	3/2003	Incumbent
47-4011.00	1.C.3.a	Cooperation	IM	3.9	17	.31	3.24	4.56	N	3/2003	Incumbent
47-4011.00	1.C.3.b	Concern for Others	IM	3.48	17	.35	2.76	4.24	N	3/2003	Incumbent
47-4011.00	1.C.3.c	Social Orientation	IM	3.48	17	.35	2.76	4.24	N	3/2003	Incumbent
47-4011.00	1.C.4.a	Self Control	IM	3.76	17	.33	3.1	4.5	N	3/2003	Incumbent
47-4011.00	1.C.4.b	Stress Tolerance	IM	3.81	17	.32	3.12	4.48	N	3/2003	Incumbent
47-4011.00	1.C.4.c	Adaptability/Flexibility	IM	3.69	17	.33	3	4.4	N	3/2003	Incumbent
47-4011.00	1.C.5.a	Dependability	IM	4.3	17	.25	3.77	4.83	N	3/2003	Incumbent
47-4011.00	1.C.5.b	Attention to Detail	IM	4.16	17	.27	3.63	4.77	N	3/2003	Incumbent
47-4011.00	1.C.5.c	Integrity	IM	4.26	17	.26	3.75	4.85	N	3/2003	Incumbent
47-4011.00	1.C.6	Independence	IM	3.58	17	.34	2.88	4.32	N	3/2003	Incumbent
47-4011.00	1.C.7.a	Innovation	IM	3.48	17	.35	2.76	4.24	N	3/2003	Incumbent
47-4011.00	1.C.7.b	Analytical Thinking	IM	3.21	17	.37	2.42	3.98	N	3/2003	Incumbent
49-2094.00	1.C.1.a	Achievement/Effort	IM	3.33	21	.28	2.72	3.88	N	3/2003	Incumbent
49-2094.00	1.C.1.b	Persistence	IM	3.62	21	.26	3.06	4.14	N	3/2003	Incumbent
49-2094.00	1.C.1.c	Initiative	IM	3.78	21	.25	3.28	4.32	N	3/2003	Incumbent
49-2094.00	1.C.2.b	Leadership	IM	3.32	21	.28	2.72	3.88	N	3/2003	Incumbent
49-2094.00	1.C.3.a	Cooperation	IM	3.57	21	.27	3.04	4.16	N	3/2003	Incumbent
49-2094.00	1.C.3.b	Concern for Others	IM	3.16	21	.29	2.6	3.8	N	3/2003	Incumbent
49-2094.00	1.C.3.c	Social Orientation	IM	2.71	21	.3	2.07	3.33	N	3/2003	Incumbent
49-2094.00	1.C.4.a	Self Control	IM	3.58	21	.27	3.04	4.16	N	3/2003	Incumbent
49-2094.00	1.C.4.b	Stress Tolerance	IM	3.59	21	.26	3.06	4.14	N	3/2003	Incumbent
49-2094.00	1.C.4.c	Adaptability/Flexibility	IM	3.21	21	.29	2.6	3.8	N	3/2003	Incumbent
49-2094.00	1.C.5.a	Dependability	IM	3.89	21	.24	3.4	4.4	N	3/2003	Incumbent
49-2094.00	1.C.5.b	Attention to Detail	IM	4.07	21	.22	3.64	4.56	N	3/2003	Incumbent
49-2094.00	1.C.5.c	Integrity	IM	3.57	21	.27	3.04	4.16	N	3/2003	Incumbent
49-2094.00	1.C.6	Independence	IM	3.44	21	.27	2.84	3.96	N	3/2003	Incumbent
49-2094.00	1.C.7.a	Innovation	IM	3.38	21	.28	2.82	3.98	N	3/2003	Incumbent
49-2094.00	1.C.7.b	Analytical Thinking	IM	3.43	21	.28	2.82	3.98	N	3/2003	Incumbent
49-9021.01	1.C.1.a	Achievement/Effort	IM	3.74	22	.25	3.18	4.22	N	3/2003	Incumbent
49-9021.01	1.C.1.b	Persistence	IM	4.1	21	.22	3.64	4.56	N	3/2003	Incumbent
49-9021.01	1.C.1.c	Initiative	IM	4.18	22	.2	3.78	4.62	N	3/2003	Incumbent
49-9021.01	1.C.2.b	Leadership	IM	3.97	22	.23	3.52	4.48	N	3/2003	Incumbent
49-9021.01	1.C.3.a	Cooperation	IM	4.22	22	.2	3.78	4.62	N	3/2003	Incumbent
49-9021.01	1.C.3.b	Concern for Others	IM	3.41	22	.27	2.84	3.96	N	3/2003	Incumbent
49-9021.01	1.C.3.c	Social Orientation	IM	2.93	21	.3	2.27	3.53	N	3/2003	Incumbent
49-9021.01	1.C.4.a	Self Control	IM	4.11	21	.22	3.64	4.56	N	3/2003	Incumbent
49-9021.01	1.C.4.b	Stress Tolerance	IM	4.21	21	.21	3.76	4.64	N	3/2003	Incumbent
49-9021.01	1.C.4.c	Adaptability/Flexibility	IM	3.45	22	.27	2.94	4.06	N	3/2003	Incumbent
49-9021.01	1.C.5.a	Dependability	IM	4.4	22	.17	4.05	4.75	N	3/2003	Incumbent
49-9021.01	1.C.5.b	Attention to Detail	IM	4.19	22	.2	3.78	4.62	N	3/2003	Incumbent
49-9021.01	1.C.5.c	Integrity	IM	4.28	22	.19	3.9	4.7	N	3/2003	Incumbent
49-9021.01	1.C.6	Independence	IM	4.1	22	.23	3.62	4.58	N	3/2003	Incumbent
49-9021.01	1.C.7.a	Innovation	IM	3.31	22	.28	2.72	3.88	N	3/2003	Incumbent
49-9021.01	1.C.7.b	Analytical Thinking	IM	3.78	22	.24	3.3	4.3	N	3/2003	Incumbent
51-8031.00	1.C.1.a	Achievement/Effort	IM	3.1	15	.38	2.28	3.92	N	3/2003	Incumbent
51-8031.00	1.C.1.b	Persistence	IM	3.22	15	.38	2.38	4.02	N	3/2003	Incumbent
51-8031.00	1.C.1.c	Initiative	IM	3.52	15	.35	2.75	4.25	N	3/2003	Incumbent
51-8031.00	1.C.2.b	Leadership	IM	3.35	15	.37	2.61	4.19	N	3/2003	Incumbent
51-8031.00	1.C.3.a	Cooperation	IM	3.72	15	.33	2.99	4.41	N	3/2003	Incumbent
51-8031.00	1.C.3.b	Concern for Others	IM	2.93	15	.39	2.06	3.74	N	3/2003	Incumbent
51-8031.00	1.C.3.c	Social Orientation	IM	2.57	15	.4	1.74	3.46	N	3/2003	Incumbent
51-8031.00	1.C.4.a	Self Control	IM	3.7	15	.34	2.97	4.43	N	3/2003	Incumbent
51-8031.00	1.C.4.b	Stress Tolerance	IM	3.2	15	.38	2.38	4.02	N	3/2003	Incumbent
51-8031.00	1.C.4.c	Adaptability/Flexibility	IM	3.3	15	.37	2.51	4.09	N	3/2003	Incumbent
51-8031.00	1.C.5.a	Dependability	IM	3.99	15	.3	3.36	4.64	N	3/2003	Incumbent
51-8031.00	1.C.5.b	Attention to Detail	IM	3.91	15	.31	3.24	4.56	N	3/2003	Incumbent
51-8031.00	1.C.5.c	Integrity	IM	3.54	15	.35	2.75	4.25	N	3/2003	Incumbent
51-8031.00	1.C.6	Independence	IM	3.24	15	.38	2.38	4.02	N	3/2003	Incumbent
51-8031.00	1.C.7.a	Innovation	IM	2.84	15	.39	1.96	3.64	N	3/2003	Incumbent
51-8031.00	1.C.7.b	Analytical Thinking	IM	3.68	15	.34	2.97	4.43	N	3/2003	Incumbent
